source,target,context,text_index
c,c'est,adrien c est pas grave on est tous passe par la maiis si tu mytho cest un vrai coup de  pute,1624
maiis,mais,adrien c est pas grave on est tous passe par la maiis si tu mytho cest un vrai coup de  pute,1624
mytho,mentir,adrien c est pas grave on est tous passe par la maiis si tu mytho cest un vrai coup de  pute,1624
cest,c'est,adrien c est pas grave on est tous passe par la maiis si tu mytho cest un vrai coup de  pute,1624
c,c'est,bah avec le sida c sur tu va crever vite silvia ??,1626
sur,sûr,bah avec le sida c sur tu va crever vite silvia ??,1626
qestu,qu'est-ce que tu,qestu parles grosse folle c'est toi l'obèse donc c'est toi qui roule,1627
c,c'est,bah avec le sida c sur tu va crever vite silvia ??,1629
sur,sûr,bah avec le sida c sur tu va crever vite silvia ??,1629
mst,maladie sexuellement transmissible,Techniquement le sac à MST c'est pas moi...,1630
tt,tout,mais lisa laisse tomber la meuf c'est SIDA ebola tétanos tt ce que tu veux,1631
carement,carrément,carement,1633
ya,il y a,dans ta chatte ya 3-4 gangs de mst questu parles,1637
mst,maladies sexuellement transmissibles,dans ta chatte ya 3-4 gangs de mst questu parles,1637
questu,qu'est-ce que tu,dans ta chatte ya 3-4 gangs de mst questu parles,1637
ta,tu as,pas besoin pour savoir que ta tt les mst de la tere,1638
tt,toutes,pas besoin pour savoir que ta tt les mst de la tere,1638
tere,terre,pas besoin pour savoir que ta tt les mst de la tere,1638
defigurer,défigurer,Je vais te defigurer,1640
hahahaha,haha,hahahaha Mais sérieux Sophie tu as pas mieux?,1641
c,c'est,c deja fait,1642
deja,déjà,c deja fait,1642
debiles,débiles,Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,1644
meme,même,Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,1644
a,à,Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,1644
ca,ça,Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,1644
a,à,Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,1644
srx,sérieux,Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,1644
jvais,je vais,jvais te peter les chevilles t'entends,1646
se taper,avoir des relations sexuelles avec,Adrien veut se taper Sophiue,1648
sophiue,sophie,Adrien veut se taper Sophiue,1648
mytho,mensonges,Il raconte des mytho,1649
ca,ça,ca on sait pas il est ptet gay,1652
ptet,peut-être,ca on sait pas il est ptet gay,1652
att,attends,att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,1655
ya,il y a,att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,1655
mode,monde,att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,1655
quils,qu'ils,att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,1655
tete,tête,att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,1655
pa,pas,att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,1655
tes,t'es,sophie tes toujours malade ca se voit,1656
ca,ça,sophie tes toujours malade ca se voit,1656
teubé,bête,ensuite tu es juste trop conne de croire ce teubé,1658
c’eet,c'est,c’eet lui qui a une copine donc c’est à lui de se tenir,1664
tg,ta gueule,calme vous de quoi ? tg fr,1666
fr,frère,calme vous de quoi ? tg fr,1666
jsp,je ne sais pas,jsp mais sylvia sa mere la.....,1668
mntn,maintenant,bah mntn tu sais,1671
calm,calme,du calm les enfants,1672
dégueu,dégueulasse,"ah ben vous êtes dégueu, j'ai rien fait moi",1673
heee,hé,heee du calm,1680
calm,calme,heee du calm,1680
c,c'est,ho c leur pb,1684
pb,problème,ho c leur pb,1684
tg,ta gueule,hebert littéralement tg tu sers rien,1685
sah,en vrai,bah y’a même pas de soucis en sah juste un batard qui a trompé sa copine et les gens s’acharnent sur la meuf avec qui il a trompé,1687
batard,bâtard,bah y’a même pas de soucis en sah juste un batard qui a trompé sa copine et les gens s’acharnent sur la meuf avec qui il a trompé,1687
t’a,tu as,bah voilà t’a dis le souci,1690
c,c'est,le plus gros chien c lui,1691
haaaaa,ha,haaaaa,1692
ouf,fou,"Theo t'es ouf, j'ai rien fait",1699
calm,calme,du calm ta pas vu c grand frere,1705
ta,tu as,du calm ta pas vu c grand frere,1705
c,c'est,du calm ta pas vu c grand frere,1705
frere,frère,du calm ta pas vu c grand frere,1705
tg,ta gueule,tg toi je suis sur tu ttrompe ta meuf,1708
ttrompe,trompe,tg toi je suis sur tu ttrompe ta meuf,1708
vas,va,et alors elle vas pleurer 💔😢💔😢💔😢,1710
💔,chagrin,et alors elle vas pleurer 💔😢💔😢💔😢,1710
😢,pleurs,et alors elle vas pleurer 💔😢💔😢💔😢,1710
💔,chagrin,et alors elle vas pleurer 💔😢💔😢💔😢,1710
😢,pleurs,et alors elle vas pleurer 💔😢💔😢💔😢,1710
💔,chagrin,et alors elle vas pleurer 💔😢💔😢💔😢,1710
😢,pleurs,et alors elle vas pleurer 💔😢💔😢💔😢,1710
cest,c'est,cest bon frere elle la chauffe et tout et,1711
t,t'es,toi tu t appelle camille t toi,1713
t,t'es,toi tu t appelle camille t toi,1713
qua,qu'à,sophie elle qua mieux tenir son clebs,1714
mtn,maintenant,bah alors y’a aucun problème mtn à part lucas qui sait pas garder sa bite dans son caleçon,1716
c,c'est,je croyais que c t fini,1720
t,était,je croyais que c t fini,1720
ba,bah,ba apres cest lucas le connard,1722
apres,après,ba apres cest lucas le connard,1722
cest,c'est,ba apres cest lucas le connard,1722
ouf,fou,theo t'es lourd de ouf,1725
profs,professeurs,bon les gars sylvia elle fait que sucer les profs,1728
seum,frustration,oh theo tu pete juste le seum prsk t’as pas réussi à pecho silvie c’est tout,1729
prsk,parce que,oh theo tu pete juste le seum prsk t’as pas réussi à pecho silvie c’est tout,1729
pecho,draguer,oh theo tu pete juste le seum prsk t’as pas réussi à pecho silvie c’est tout,1729
ohhhhh,oh,ohhhhh,1731
meme,même,meme pas tu respecte son prenom,1732
prenom,prénom,meme pas tu respecte son prenom,1732
prks,parce que,c’est pas prks ton pote a réussi que tu dois peter ton seum comme ça,1733
seum,dégoût,c’est pas prks ton pote a réussi que tu dois peter ton seum comme ça,1733
fgtg,ferme ta gueule,euh fgtg,1735
vsy,vas-y,vsy,1738
prsk,parce que,prsk tu l’aime trop c’est ça,1739
dou,d'où,dou je suis nul moi tas grand mere,1742
tas,t'as,dou je suis nul moi tas grand mere,1742
mere,mère,dou je suis nul moi tas grand mere,1742
enssemble,ensemble,moi je propose un verre tous enssemble comme ca on en rit plus tard,1743
ca,ça,moi je propose un verre tous enssemble comme ca on en rit plus tard,1743
bestie,meilleure amie,trop fan ouais ma bestie,1744
vsy,vas-y,vsy chaud,1747
jer,je,jer fais ce qe je veux,1748
qe,que,jer fais ce qe je veux,1748
arrete,arrête,sylvia arrete de parlertu sers a rien,1751
a,à,sylvia arrete de parlertu sers a rien,1751
nn,non,nn tg,1753
tg,ta gueule,nn tg,1753
voilaaaaaaa,voilà,voilaaaaaaa,1755
j,je,camille j te rappelle tu t appelle camille,1757
t,t',camille j te rappelle tu t appelle camille,1757
tg,ta gueule,tg vannessa ton prenom rime avec caca,1758
c,c'est,c null,1759
null,nul,c null,1759
tg,ta gueule,tg,1762
teub,bite,lucas avait qu’à garder sa teub dans son caleçon frr,1768
frr,frère,lucas avait qu’à garder sa teub dans son caleçon frr,1768
pd,pédé,Paul est homo se pd,1770
pd,pédé,on verra qui c'est le pd,1773
nn,non,Nn mai arrête de dire ses son choix laissé le ses son corps pas le votre,1776
mai,mais,Nn mai arrête de dire ses son choix laissé le ses son corps pas le votre,1776
ses,c'est,Nn mai arrête de dire ses son choix laissé le ses son corps pas le votre,1776
ses,c'est,Nn mai arrête de dire ses son choix laissé le ses son corps pas le votre,1776
frais,quelqu'un d'authentique,Mais t’es pas un frais un homme,1777
pd,pédé,Sale pd,1779
mai,mais,Mai stop,1782
oe,ouais,Oe mais plus maintenant,1783
tarlouse,homosexuel (péjoratif),Si mais le problème c’est que toi t’es plus un homme t’es une tarlouse,1790
mai,mais,Oui mai ses sa le truc il rigole sur les réseaux et assume après en face,1792
ses,c'est,Oui mai ses sa le truc il rigole sur les réseaux et assume après en face,1792
sa,ça,Oui mai ses sa le truc il rigole sur les réseaux et assume après en face,1792
oe,ouais,Oe,1794
ses,c'est,Il a pas coupé sa bite donc ses toujours un homme,1796
bite,pénis,J'ai toujours ma GROSSE BITE,1797
oe,ouais,Et oe ta plus de bite salle merde,1800
ta,tu as,Et oe ta plus de bite salle merde,1800
salle,sale,Et oe ta plus de bite salle merde,1800
été,êtes,Vous été tous des pédales à le défendre,1811
problème,problème,En plus si il te drague pas ses pas ton problèmE,1813
entrain,en train,Ellian   t’es juste entrain de blesser ton propre ami,1816
oe,ouais,Oe mais dieu n’a pas créé la vie comme sa,1817
sa,ça,Oe mais dieu n’a pas créé la vie comme sa,1817
tranquille,tranquille,Même si il aime les grosse bite noir laisse le tranquillE,1818
se,ce,se gros pb,1821
pb,problème,se gros pb,1821
oe,ouais,A oe une vrai pedale,1824
nn,non,Nn c’est juste que j’accepte pas que « mon pote » soit un pd,1832
pd,pédé,Nn c’est juste que j’accepte pas que « mon pote » soit un pd,1832
ta,tu as,ta peur qu’il te fasse quelque chose,1836
pd,pédé,"Heureusement, sale pd de merde",1838
dégeulasse,dégueulasse,Alors julie t'ai dégeulasse de sortir avec une gadji bande de salopes,1841
gadji,fille,Alors julie t'ai dégeulasse de sortir avec une gadji bande de salopes,1841
gadji,copine,mais tu veut quoi toi retourne avec ta gadji et assume au passant que vous ètent lesbiennes sa dégouteeee,1843
sa,ça,mais tu veut quoi toi retourne avec ta gadji et assume au passant que vous ètent lesbiennes sa dégouteeee,1843
dégouteeee,dégoûte,mais tu veut quoi toi retourne avec ta gadji et assume au passant que vous ètent lesbiennes sa dégouteeee,1843
aaaaah,ah,mais grave bande de lesbiennes vous degoutée aaaaah,1845
olalala,oh là là,mais olalala frr assume t'aime les ch*ttes mais tu dégoute meme anna elle le dit,1846
frr,frère,mais olalala frr assume t'aime les ch*ttes mais tu dégoute meme anna elle le dit,1846
ch*ttes,chattes,mais olalala frr assume t'aime les ch*ttes mais tu dégoute meme anna elle le dit,1846
meme,même,mais olalala frr assume t'aime les ch*ttes mais tu dégoute meme anna elle le dit,1846
degouter,dégoûtées,mais assumer vous degouter bande de crasseuse,1848
ya,il y a,mais ya eu des photos pk elle mito,1849
pk,pourquoi,mais ya eu des photos pk elle mito,1849
mito,ment,mais ya eu des photos pk elle mito,1849
degoutez,dégoûtez,grave abuser vous me degoutez,1852
jvous,je vous,putain mais laissez nous tranquille jvous dis qu'on est pas ensemble point,1853
wshhh,wesh,wshhh elodie dit leur on a vu leur sal photo,1855
sal,sales,wshhh elodie dit leur on a vu leur sal photo,1855
ftg,ferme ta gueule,ftg grosse salope,1857
bebe,bébé,anna bebe t ou,1859
t,t'es,anna bebe t ou,1859
ou,où,anna bebe t ou,1859
cest,c'est,mais cest des gouines,1861
c,c'est,assume c pas compliquer,1864
taimes,tu aimes,taimes les filles,1868
r,rien,"y'a rien à assumer,  puisqu'y a r",1869
burk,beurk,burk sa me degoute,1870
sa,ça,burk sa me degoute,1870
degoute,dégoûte,burk sa me degoute,1870
mellez-vous,mêlez-vous,mellez-vous de votre cul,1871
c,c'est,assume que t'aime les filles c tout connasse,1872
cest,c'est,elle etait juste en train de la rassurer cest rien,1873
tg,ta gueule,tg saloppe,1876
saloppe,salope,tg saloppe,1876
tg,ta gueule,marie tg,1877
supp,supprime,qui les supp du groupe la,1883
sa,ça,on veut pas de sa ici,1885
enfiiin,enfin,enfiiin,1887
degoute,dégoûte,me degoute,1888
burk,beurk,burk bande de chienne,1889
sen,s'en,on sen blkkkkk mais fort,1892
blkkkkk,bat les couilles,on sen blkkkkk mais fort,1892
ftg,ferme ta gueule,mais ftg,1893
t,tu es,assume que t gouine c tout grosse pute va,1895
c,c'est,assume que t gouine c tout grosse pute va,1895
frr,frère,faut assumer frr,1896
deja,déjà,mais c'est pas notre pote  deja,1897
lvdm,la vie de ma mère,lvdm assume saliope,1898
saliope,salope,lvdm assume saliope,1898
cla,c'est la,pute et gouine cla meme,1901
meme,même,pute et gouine cla meme,1901
ftg,ferme ta gueule,ftg,1903
garcons,garçons,oui les garcons avec les filles pas filleet fille c degeulasse,1904
filleet,fille et,oui les garcons avec les filles pas filleet fille c degeulasse,1904
c,c'est,oui les garcons avec les filles pas filleet fille c degeulasse,1904
degeulasse,dégueulasse,oui les garcons avec les filles pas filleet fille c degeulasse,1904
degouter,dégoûter,grave vous me degouter,1905
stv,si tu veux,exactement stv on te fait un cour crasseuse,1907
c,c'est,c toi ta un problème grosse pute,1908
ta,tu as,c toi ta un problème grosse pute,1908
chaqu'un,chacun,mais calmez-vous chaqu'un s'est préférence,1909
ftg,ferme ta gueule,ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,1910
c,c'est,ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,1910
wallah,je jure,ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,1910
t,t'es,ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,1910
ki,qui,ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,1910
a,à,on va dire a un gadjo de la violer sa va lui remettre les idée en place,1911
gadjo,homme,on va dire a un gadjo de la violer sa va lui remettre les idée en place,1911
sa,ça,on va dire a un gadjo de la violer sa va lui remettre les idée en place,1911
graaave,grave,graaave,1912
wlh,wallah,mais grave wlh,1913
c,c'est,elles vont voir ce que c de ce faire peter le q,1914
peter,péter,elles vont voir ce que c de ce faire peter le q,1914
q,cul,elles vont voir ce que c de ce faire peter le q,1914
roh,oh,je rigole roh,1921
ftg,ferme ta gueule,ftg tu vas kiffer,1922
ptdrrr,ptdr,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
grvvv,grave,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
ta,tu as,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
channgé,changé,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
jte,je te,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
sa,ça,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
toiausssi,toi aussi,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
tai,tu es,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
pd,pédé,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,1924
exessif,excessif,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
la,là,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
etre,être,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
a,à,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
meme,même,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
parce,parce que,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
ca,ça,"mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",1925
t,tu es,ouais arthur xsh t sah,1926
sah,vrai,ouais arthur xsh t sah,1926
c,c'est,mais grave putain c chaud,1927
c,c'est,c une blague les gens qui retournent leur veste la tous des hypocrites la,1930
la,là,c une blague les gens qui retournent leur veste la tous des hypocrites la,1930
la,là,c une blague les gens qui retournent leur veste la tous des hypocrites la,1930
peut-êtr,peut-être,"si vous ne disiez pas n'importe quoi aussi,  les gens seraient peut-êtr eun peu avec vous",1933
eun,un,"si vous ne disiez pas n'importe quoi aussi,  les gens seraient peut-êtr eun peu avec vous",1933
ptddddrrrrrrr,ptdr,ptddddrrrrrrr mais la blague,1934
a,à,rien a foutre PAS DE GOUINE ICI,1935
meme,même,bande de crasseux meme arthur on va te degager de la classe,1936
degager,dégager,bande de crasseux meme arthur on va te degager de la classe,1936
sa,ça,on va pas de sa iciiiii merde,1938
iciiiii,ici,on va pas de sa iciiiii merde,1938
dehorsssss,dehors,DEHORSSSSS,1940
tchaoooooo,ciao,tchaoooooo,1941
cherrrr,cher,Cherrrr,1946
em,enculé,allez suce em,1947
suck,sucer,suck ur mum,1949
ur,ta,suck ur mum,1949
mum,mère,suck ur mum,1949
t'inquète,t'inquiète,t'inquète pas il sont salé,1951
salé,énervé,t'inquète pas il sont salé,1951
etes,êtes,elodie et anna vous etes vraiment gay a faire des baille dans la salle de classe quand ya personne,1955
gay,stupides/ridicules,elodie et anna vous etes vraiment gay a faire des baille dans la salle de classe quand ya personne,1955
a,à,elodie et anna vous etes vraiment gay a faire des baille dans la salle de classe quand ya personne,1955
baille,choses/affaires,elodie et anna vous etes vraiment gay a faire des baille dans la salle de classe quand ya personne,1955
ya,il y a,elodie et anna vous etes vraiment gay a faire des baille dans la salle de classe quand ya personne,1955
oue,ouais,Oue vous fêtes le ciseaux,1956
age,âge,C'est pas parce que vous êtes en avance sur votre age que tout le monde doit faire des trucs avec les zizi des garçon,1957
a,à,vous devrait être plus ouvert a ce que les autre fond,1958
autre,autres,vous devrait être plus ouvert a ce que les autre fond,1958
deguelasse,dégueulasse,elles ont cas pas s'afficher devant tout le monde c'est deguelasse,1960
askip,à ce qu'il paraît,askip Anna elle fait des baille avec son pere,1961
baille,bail,askip Anna elle fait des baille avec son pere,1961
pere,père,askip Anna elle fait des baille avec son pere,1961
sa,ça,Sa se fait pas Je suce son père donc stop,1962
just,juste,Emilie just parce que t'a jamais des queue tu doit pas être jalouse,1963
snap,publications snapchat,et puis Marie tu n'as jamais de vue sur tes snap c'est la première fois que tout le monde share ton truc,1964
share,partagent,et puis Marie tu n'as jamais de vue sur tes snap c'est la première fois que tout le monde share ton truc,1964
juile,julie,Juile et Léa sa serve a rien de les écoutés il sont trop con,1967
sa,ça,Juile et Léa sa serve a rien de les écoutés il sont trop con,1967
a,à,Juile et Léa sa serve a rien de les écoutés il sont trop con,1967
bas,bah,Si le savoir est une arme et bas bz ta mère,1968
bz,baise,Si le savoir est une arme et bas bz ta mère,1968
nudes,photos dénudées,qui veut les nudes de Elodie,1969
peux,peut,mais arretez ! c'est pas comme ça qu'on se fait des followers on peux aussi être vertueux,1970
mdrrrr,mdr,mdrrrr adam et eve vous connaissez ?,1976
daronne,mère,la daronne a anna je lui fait un boulot,1978
boulot,fellatio,la daronne a anna je lui fait un boulot,1978
education,éducation,pas mal l'education en mode ciseaux,1980
haters,détracteurs,franchement vous êtes trop des haters,1981
quesque,qu'est-ce que,quesque haters,1982
a,à,vous n'avez rien d'autre a faire?,1983
3,trois,Arthur sur ces genoux pour le plan a 3,1984
ca,ça,allez faire des manifestations ca va faire avancer la science,1985
haters,détracteurs,les haters c'est les gens qui sont frustré qui subissent leurs vies et qui du coup essaie de s'en faire une en se défoulant sur internet désolé si vous êtes déjà plus animé par la vie,1986
a,à,Julie perd pas ton temps a les répondre,1988
nn,non,nn je suis pas pote avec les lesbiennes,1990
péjugé,préjugé,t'es vraiment dans le péjugé,1991
meuf,femme,bon toutes les meuf qui se suce entre eux vivement la peine de mort pour vous,1992
oe,oui,oe,1998
