source,target,context,text_index
jadore,j'adore,oue jadore manger paul,5470
(y),accord,(y)  tu vois je met mon pouce dans ton cul Leo68,5471
c,c'est,paul c un prenom sale chien pk tu dit elle aime en manger,5472
prenom,prénom,paul c un prenom sale chien pk tu dit elle aime en manger,5472
pk,pourquoi,paul c un prenom sale chien pk tu dit elle aime en manger,5472
d:,déception,D:,5473
fauis,fais,tu nous fauis de la peine,5477
reuf,frère,faute de frappe mon reuf,5478
tgl,ta gueule,Fatimah tgl stp,5480
stp,s'il te plaît,Fatimah tgl stp,5480
\o/,célébration,j'ai baisé la mère de la soeur de vos cousine kate93 julie Leo68 \O/  chien tete en haut,5481
tete,tête,j'ai baisé la mère de la soeur de vos cousine kate93 julie Leo68 \O/  chien tete en haut,5481
chui,je suis,pierre chui pas gay donc garde ton doigts pour toi,5482
c,c'est,c pas du henne c de la merde sale chienne sale arabe,5483
c,c'est,c pas du henne c de la merde sale chienne sale arabe,5483
jbz,je baise,et moi jbz ta grand mere la pute,5484
mere,mère,et moi jbz ta grand mere la pute,5484
oeeee,oh,oeeee paul il a tarpin raison,5485
tarpin,beaucoup,oeeee paul il a tarpin raison,5485
t,t'es,Pierre47 t vraiment bizarre hein...,5487
stp,s'il te plaît,Ne te préoccupe pas de ce que je mange ou pas stp !  en quoi ça te concerne que je mange du cochon ?,5488
tg,ta gueule,tg coralie,5489
pk,pourquoi,pk leo tu insulte elle ta fais quoi et tout les autres,5491
ta,t'a,pk leo tu insulte elle ta fais quoi et tout les autres,5491
tgl,ta gueule,sandrine tgl,5493
"j,ai",j'ai,"j,ai pas fait expres",5494
expres,exprès,"j,ai pas fait expres",5494
tg,ta gueule,tg pierre,5497
ell e,elle,et fatimah ell e est repartie en algérie pour plus repondre,5500
repondre,répondre,et fatimah ell e est repartie en algérie pour plus repondre,5500
ma,m'a,qui ma insulté ?,5501
sa,ça,sa capte pas en algérie c normal hahaha,5503
c,c'est,sa capte pas en algérie c normal hahaha,5503
hahaha,rire,sa capte pas en algérie c normal hahaha,5503
bahahh,bah,bahahh,5504
bahh,bah,bahh,5505
haha,rire,julie Tu ne t’arrête donc jamais  haha,5506
nuuuuuul,nul,c'est pas drole c'est nuuuuuul,5507
t,t'es,fatimah t genante,5510
ta,tu as,pierre doucement ta pas trop mal a la gorge,5512
a,à,pierre doucement ta pas trop mal a la gorge,5512
bz,baiser,paul calme toi va bz une meuf pour te calmer cest mieux,5514
cest,c'est,paul calme toi va bz une meuf pour te calmer cest mieux,5514
la,là,"Bon  ça suffit le racisme de base la ! je suis née en France, j'ai la nationalité Française ! comme vous",5515
teuch,chatte,pierre arrete bouffer la teuch sale de fatima wshh nan mon reuf,5516
wshh,wesh,pierre arrete bouffer la teuch sale de fatima wshh nan mon reuf,5516
nan,non,pierre arrete bouffer la teuch sale de fatima wshh nan mon reuf,5516
reuf,frère,pierre arrete bouffer la teuch sale de fatima wshh nan mon reuf,5516
lers,les,lers francais ils ont pas du caca sur les doigts,5519
tkt,t'inquiète,tkt Fatimah-victime ils sont bêtes ils comprennent rien,5521
jvoit,je vois,pierre jvoit t cho sur moi il ya quoi fr,5522
t,tu es,pierre jvoit t cho sur moi il ya quoi fr,5522
cho,chaud,pierre jvoit t cho sur moi il ya quoi fr,5522
ya,y a,pierre jvoit t cho sur moi il ya quoi fr,5522
fr,frère,pierre jvoit t cho sur moi il ya quoi fr,5522
l'héné,le henné,Tu sais que l'héné ça sert pour coloré les cheveux aussi ? Ah non déso tu connais rien,5524
déso,désolé,Tu sais que l'héné ça sert pour coloré les cheveux aussi ? Ah non déso tu connais rien,5524
c'ets,c'est,c'ets toi coralie qui est bete de la proteger,5525
bete,bête,c'ets toi coralie qui est bete de la proteger,5525
proteger,protéger,c'ets toi coralie qui est bete de la proteger,5525
cala,calle,coralie ? qui te cala meme ? t'es aussi invisible que la teub de pierre,5526
meme,même,coralie ? qui te cala meme ? t'es aussi invisible que la teub de pierre,5526
teub,bite,coralie ? qui te cala meme ? t'es aussi invisible que la teub de pierre,5526
:d,très heureux,Merci Coralie :D,5528
ooh,oh,ooh mon reuf t'es sexiste enft,5530
reuf,frère,ooh mon reuf t'es sexiste enft,5530
enft,en fait,ooh mon reuf t'es sexiste enft,5530
waw,waouh,waw incroyable ton message pierre,5531
c,c'est,julie parce que c intelligent d'insulter les gens ? Fatimah-victime de rien c normal ils on pas à dire ça,5533
c,c'est,julie parce que c intelligent d'insulter les gens ? Fatimah-victime de rien c normal ils on pas à dire ça,5533
t,tes,fatimah retourne en algerie avec t parent les immigres,5534
merite,mérite,c'est pas intelligent mais elle merite que ca elle merite de mourrir carrement,5535
ca,ça,c'est pas intelligent mais elle merite que ca elle merite de mourrir carrement,5535
merite,mérite,c'est pas intelligent mais elle merite que ca elle merite de mourrir carrement,5535
carrement,carrément,c'est pas intelligent mais elle merite que ca elle merite de mourrir carrement,5535
c,c'est,cette grosse arabe de mort c marine le pen ici,5537
tgl,ta gueule,tgl,5539
chibre,pénis,pierre doucement sur les chibre,5542
waw,waouh,pierre waw de mieux en mieux,5544
fr,français,fatimah tu comprend pas que tu dois creuver ?????  tu salie le sol fr avec tes doigts sale,5545
frr,frère,elle est moche frr qui la gere elle je la touche meme pas avec un javelot,5547
gere,gère,elle est moche frr qui la gere elle je la touche meme pas avec un javelot,5547
meme,même,elle est moche frr qui la gere elle je la touche meme pas avec un javelot,5547
tg,ta gueule,pierre tg,5548
craseuse,crasseuse,craseuse,5550
bahahha,haha,bahahha t'es trop drole mon reuf,5551
reuf,frère,bahahha t'es trop drole mon reuf,5551
celibataire,célibataire,elle restera celibataire toute sa vie la pauvre,5552
meskinaaaa,meskina,meskinaaaa,5553
a,à,pierre t'aime bien les gorge profonde a se que je voit,5555
se,ce,pierre t'aime bien les gorge profonde a se que je voit,5555
voit,vois,pierre t'aime bien les gorge profonde a se que je voit,5555
mdr,mort de rire,Attention Julie je respire aussi ! je te vole ton O2 MDR,5556
tamère,ta mère,surtout celle de tamère,5557
a,à,ne compare pas une sale arabe a ma soeur pd suceur,5559
pd,pédé,ne compare pas une sale arabe a ma soeur pd suceur,5559
tg,ta gueule,coralie l'invisible tg.,5560
tg,ta gueule,fatimah les cochons ils parlent pas donc tg,5563
geule,gueule,obliger de mettre un sac poubelle sur sa sale geule tellement elle est scheum quand elle suce,5564
scheum,moche,obliger de mettre un sac poubelle sur sa sale geule tellement elle est scheum quand elle suce,5564
arreter,arrêter,arreter les insultes envers ces origines qui n'ont rien avoir avec sa personnalité,5567
ntm,nique ta mère,pierre ntm sayer frr t cho sur moi,5568
sayer,ça y est,pierre ntm sayer frr t cho sur moi,5568
frr,frère,pierre ntm sayer frr t cho sur moi,5568
t,t'es,pierre ntm sayer frr t cho sur moi,5568
cho,chaud,pierre ntm sayer frr t cho sur moi,5568
oue,oui,oue fatimah ferme ta gueule tu pollues l'air,5569
daron,père,elle me paye pour la soulever tellement ton daron il c'est rien faire Leo68,5570
raport,rapport,Quelle est le raport ? tu vas dire cochon as chaque phrase,5571
as,à,Quelle est le raport ? tu vas dire cochon as chaque phrase,5571
azllez,allez,fatimah et pierre azllez vous faire enculer par un gros cochon,5572
ouiii,oui,ouiii,5575
halouf,porc,fatimah vas manger du halouf,5576
a,à,c'est pour te faire comprendre que tu sers a rien dans la vie fatimah,5578
x-p,grimace amusée,X-P,5580
su,sur,juste pourquoi vous l'insulter su rce qu'elle mange ou autre,5581
rce,ce,juste pourquoi vous l'insulter su rce qu'elle mange ou autre,5581
uc,cul,elle est aussi utile que mes poils de uc fatimah,5582
ftg,ferme ta gueule,pauline ftg arrete de la defendre t'es une grosse' merde,5583
pd,pédé,ils sont pd c'est pour çca,5584
çca,ça,ils sont pd c'est pour çca,5584
geule,gueule,si. on verra plus ta geule sale fatimata,5586
yaura,il y aura,fatimah t'es une grosse salope donc bouge et yaura plus de prbl,5587
prbl,problème,fatimah t'es une grosse salope donc bouge et yaura plus de prbl,5587
oue,ouais,oue sucide toi,5590
sucide,suicide,oue sucide toi,5590
meur,meurt,pierre il souleve un gros porc meur,5591
daronne,mères,vos daronne elles on toute le sida a force de sucé des pangolin,5592
genant,gênant,euh pierre t'es genant,5593
ephad,ehpad,Retourner vous chiez dessus en ephad,5594
tg,ta gueule,pierre tg,5596
schimio,chimio,ou en schimio selon préferance,5597
préferance,préférence,ou en schimio selon préferance,5597
parceque,parce que,Kate t'es pas obliger d'insulter parceque tu te sens mal d'être moins belle,5598
fdp,fils de pute,Je pisse sur tout vos ancetres bande de fdp,5600
ta,tu as,pierre tu parle toi ta la gorge tellement profonde mon frr a force de sucer tout ton quartier,5601
frr,frère,pierre tu parle toi ta la gorge tellement profonde mon frr a force de sucer tout ton quartier,5601
grv,grave,tu as grv raison Sandrine,5602
ta,tu as,sandrine ta un prenom de pute me parle pas merci,5603
prenom,prénom,sandrine ta un prenom de pute me parle pas merci,5603
t,tes,nique t mort,5604
mort,morts,nique t mort,5604
arette,arrête,arette d'etre jalouse un peu @julie,5606
d'etre,d'être,arette d'etre jalouse un peu @julie,5606
nan,non,nan t'es juste moche fatima c'est tellement rare de l'etre qu'on peut que te fixer ciao les porcs,5607
