source,target,context,text_index
degoutes,dégoûte,"faite pasq genre ca vous degoutes les orogines, c'est hyper sexy wsh",987
orogines,origines,"faite pasq genre ca vous degoutes les orogines, c'est hyper sexy wsh",987
wsh,wesh,"faite pasq genre ca vous degoutes les orogines, c'est hyper sexy wsh",987
etes,êtes,vous etes chelou la vie,992
chelou,louche,vous etes chelou la vie,992
jsuis,je suis,Jsuis aps raciste juste j’aime pas les arabes,993
aps,pas,Jsuis aps raciste juste j’aime pas les arabes,993
etes,êtes,vous etes honteux,994
c,c'est,pauline c koi la dif,996
koi,quoi,pauline c koi la dif,996
dif,différence,pauline c koi la dif,996
stp,s'il te plaît,*pauline stp anton,1003
pr,pour,et alors tu dois payer pr les crime de t ancetre,1006
t,tes,et alors tu dois payer pr les crime de t ancetre,1006
apprend,apprends,apprend a ecrire le prenom de tes potes avant de parler ytoi,1007
a,à,apprend a ecrire le prenom de tes potes avant de parler ytoi,1007
prenom,prénom,apprend a ecrire le prenom de tes potes avant de parler ytoi,1007
ytoi,toi,apprend a ecrire le prenom de tes potes avant de parler ytoi,1007
wesh,quoi,Mais j'ai jamais rien demandé à personne wesh T'es chelou toi !,1008
chelou,louche,Mais j'ai jamais rien demandé à personne wesh T'es chelou toi !,1008
vivie,vive,vivie le z,1010
z,zizi,vivie le z,1010
e,et,"e t toi aussi tu dois ,payer pour les crimes des tiens",1011
t,tu,"e t toi aussi tu dois ,payer pour les crimes des tiens",1011
souytenir,soutenir,arretez de souytenir pauline,1012
tt,tout,t'es pas tt bleu tt rose mv,1013
tt,tout,t'es pas tt bleu tt rose mv,1013
mv,ma vie,t'es pas tt bleu tt rose mv,1013
chui,je suis,moi chui un fr de pur sang mon reuf,1017
fr,frère,moi chui un fr de pur sang mon reuf,1017
reuf,frère,moi chui un fr de pur sang mon reuf,1017
ca,ça,tout ca,1018
tun,tu ne,a partir du moment ou tun soutiens zemmour c'est que t'a un probleme mon pauyvre,1019
ya,il y a,ya un prblm avec mon tonton z,1026
prblm,problème,ya un prblm avec mon tonton z,1026
deja,déjà,deja la seule personne ici qui est dans l'ilegalite c pauline non psk juste le droit a l'image ça existe,1030
c,c'est,deja la seule personne ici qui est dans l'ilegalite c pauline non psk juste le droit a l'image ça existe,1030
psk,parce que,deja la seule personne ici qui est dans l'ilegalite c pauline non psk juste le droit a l'image ça existe,1030
a,à,deja la seule personne ici qui est dans l'ilegalite c pauline non psk juste le droit a l'image ça existe,1030
d,daube,vos bouche vous dites de la d la france c'est pour tyout le monde,1031
tyout,tout,vos bouche vous dites de la d la france c'est pour tyout le monde,1031
eduqué,éduqué,nicolas tes parents t'ont eduqué ?*,1033
a,à,a bas pauline,1034
la,là,oui mais la on se fait envahuir par tte la terre,1035
tte,toute,oui mais la on se fait envahuir par tte la terre,1035
a,à,arretez de vous attaquer a elle,1036
fou,fout,Le droit à l’image on s’en fou,1037
cas,qu'à,elle a cas ps etre arabe elle aussi,1039
ps,pas,elle a cas ps etre arabe elle aussi,1039
etre,être,elle a cas ps etre arabe elle aussi,1039
mdrr,mdr,grave pas mdrr,1042
gas,gars,l'homogenité les gas merde,1045
c,c'est,si c une arrrrrrrrrrabbbbbbbbbbbbbbbbbbbbeeeeeeeeeeee,1046
arrrrrrrrrrabbbbbbbbbbbbbbbbbbbbeeeeeeeeeeee,arabe,si c une arrrrrrrrrrabbbbbbbbbbbbbbbbbbbbeeeeeeeeeeee,1046
15k,15 mille,pauline tu fera moins la maline avec 15k d'amende,1048
mdrr,mdr,grave mdrr,1051
francais,français,nicolas y'a des francais qui font la meme avec des arabes,1052
meme,même,nicolas y'a des francais qui font la meme avec des arabes,1052
tt,tout,tt le monde est pareil,1053
reufs,frères,c'est du cyberharcelement mes reufs vous forcer alors qu'elle n'a rien fait,1056
t,tu es,oui t une arabe c pr ca ta vu c triste la vie,1057
c,c'est,oui t une arabe c pr ca ta vu c triste la vie,1057
pr,pour,oui t une arabe c pr ca ta vu c triste la vie,1057
ca,ça,oui t une arabe c pr ca ta vu c triste la vie,1057
ta,tu as,oui t une arabe c pr ca ta vu c triste la vie,1057
c,c'est,oui t une arabe c pr ca ta vu c triste la vie,1057
quet'aimais,que tu aimais,Pauline Genre comment ? C'est mon maillot de bain quet'aimais pas ou quoi esh !,1058
esh,frère,Pauline Genre comment ? C'est mon maillot de bain quet'aimais pas ou quoi esh !,1058
+,plus,ton maillot de bain serait + beau sur moi,1062
mdrrr,mdr,mdrrr tu veux l'essayer elle un plu beau corps que toi meuf,1064
plu,plus,mdrrr tu veux l'essayer elle un plu beau corps que toi meuf,1064
enfaite,en fait,Pauline donc enfaite c'est bien de la jalousie !,1065
👹👹👹👹,colère,donne moi ton maillot Fatima👹👹👹👹,1066
ca,ça,tout ca est juste de la jalousie,1067
body shame,humilier sur l'apparence physique,Julie tu me body shame???? #HARCELEMENT,1069
????,?,Julie tu me body shame???? #HARCELEMENT,1069
ds,dans,ds tout les cas ou va le monde ya 200 an on pouvait avir un petrit noir pour r,1072
ou,où,ds tout les cas ou va le monde ya 200 an on pouvait avir un petrit noir pour r,1072
ya,il y a,ds tout les cas ou va le monde ya 200 an on pouvait avir un petrit noir pour r,1072
avir,avoir,ds tout les cas ou va le monde ya 200 an on pouvait avir un petrit noir pour r,1072
petrit,petit,ds tout les cas ou va le monde ya 200 an on pouvait avir un petrit noir pour r,1072
r,rien,ds tout les cas ou va le monde ya 200 an on pouvait avir un petrit noir pour r,1072
ct,c'était,et ct mieux,1074
seum,dégoût,n'ayez pas le seum,1075
m’hracele,m'harcèle,Julie elle m’hracele défendez moi,1076
tg,ta gueule,deja tg,1077
ca,ça,tout ca parce que vous n'aurez jamais un aussi beau teint,1078
cnest,c'est,mais cnest toi qui l’harcèle,1079
ds,dis,tu ds de la d depuis tt a l'huere,1080
d,drogue,tu ds de la d depuis tt a l'huere,1080
tt,tout,tu ds de la d depuis tt a l'huere,1080
l'huere,l'heure,tu ds de la d depuis tt a l'huere,1080
obsede,obsédé,tu parles mal de sa couleur de peau et reclames son maillot de bain ? mets la en valeur et deviens copine avec si tu es tant obsede par elle  au lieu de la detruire pauline,1082
detruire,détruire,tu parles mal de sa couleur de peau et reclames son maillot de bain ? mets la en valeur et deviens copine avec si tu es tant obsede par elle  au lieu de la detruire pauline,1082
nn,non,nn c juste que j'aime pas ca peau elle est moche elle vole la fr,1088
c,c'est,nn c juste que j'aime pas ca peau elle est moche elle vole la fr,1088
cnest,c'est,t’a rien fais cnest l’autre là,1091
arrete,arrête,anton arrete d'en rajouter !,1093
r,rien,fatima t'as r fait c juste eux qui disent de la d,1094
c,c'est,fatima t'as r fait c juste eux qui disent de la d,1094
d,merde,fatima t'as r fait c juste eux qui disent de la d,1094
prcs,parce que,prcs Fatima elle est trop belle lv jveux être comme elle,1095
lv,la vie,prcs Fatima elle est trop belle lv jveux être comme elle,1095
jveux,je veux,prcs Fatima elle est trop belle lv jveux être comme elle,1095
s,les gars,anton t'es jaloux le s,1096
nn,non,nn pauline une soldat tombe ds la bataille chui ps jaloux,1097
ds,dans,nn pauline une soldat tombe ds la bataille chui ps jaloux,1097
chui,je suis,nn pauline une soldat tombe ds la bataille chui ps jaloux,1097
ps,pas,nn pauline une soldat tombe ds la bataille chui ps jaloux,1097
