source,target,context,text_index
octogone,confrontation,octogone quand tu veux leo77,635
frele,frêle,avec ton corps tout frele,637
mv,mon/ma vie,mais oui mv,640
tg,ta gueule,tg rentre chez toi,644
francais,français,leo77 il sais pas insulter et il sais pas parler francais,646
eclaté,nul,le niveau de vos blagues est eclaté les gars faite un effort,652
fat,bien,tu sais nager fat ?,655
tkt,t'inquiète,"tkt y a des photos qui tournent , pas très rasé tout ca",657
ca,ça,"tkt y a des photos qui tournent , pas très rasé tout ca",657
etre,être,ça va etre fait tkt,663
tkt,t'inquiète,ça va etre fait tkt,663
sa,ça,porte plainte grosse folle sa va te meler,664
meler,mêler,porte plainte grosse folle sa va te meler,664
ta,tu as,ta jamais toucher personne,665
bolosse,idiot,bolosse,669
ta,t'as,en plus ta meme pas de forme mskn,670
meme,même,en plus ta meme pas de forme mskn,670
mskn,miskin,en plus ta meme pas de forme mskn,670
2cm,deux centimètres (insulte relative à la taille du pénis),avec ton 2cm tu peut pas parler,672
surcule,encule,ça surcule avec tous les mecs qui ton dé glingué,673
ton,t'ont,ça surcule avec tous les mecs qui ton dé glingué,673
dé glingué,déglingué,ça surcule avec tous les mecs qui ton dé glingué,673
t'es,tu es,"Julie, tu as peur de moi ou quoi ? T'es moche Julie...",678
tg,ta gueule,mais tg toi on est Fat igué,679
fat igué,fatigué,mais tg toi on est Fat igué,679
teub,bite,paul et leo vous etes vraiment fatiguant c'est aberrant avec vos tete de teub,680
tete,tête,toi dans la tete dans des teub,682
teub,bêtes,toi dans la tete dans des teub,682
ta,tu as,ta la,684
la,là,ta la,684
fat,grosse,FAT = grosse,687
tg,ta gueule,tg avec ta tete d'immigré,688
tete,tête,tg avec ta tete d'immigré,688
ta,tu as,ta manger trop de bite,689
teub,bite,normal un singe ça bouffe des teub,690
meme,même,t'es meme un chien,693
seum,rage / dégoût,julie tu pu le seum parce qu'elle est belle,696
ta,tu as,julie20 ta trop la rage,698
pu...,pues,et toi tu pu...,699
ptdr,pété de rire,ptdr ta aucune chance,703
ta,tu as,ptdr ta aucune chance,703
boulémi,boulimie,coralie porte parole de la boulémi,704
snap,snapchat,envoie ton snap,705
tema,regarde,tema c'est chien,706
chien,nul,tema c'est chien,706
seum,dégoût,julie elle pu le seum parce que fatima elle est 20 fois mieux qu'elle,707
20fois,vingt fois,fatimah elle est 20fois plus grosse qu'elle,708
ta,tu as,ta trop la rage,710
fatigras,fatiguant,Fatigras,712
developppe,développe,"mais developppe change tesz argume,ts",716
tesz,tes,"mais developppe change tesz argume,ts",716
"argume,ts",arguments,"mais developppe change tesz argume,ts",716
tg,ta gueule,non tg,717
c,c'est,on va pas arreter c que le debut on va t'harceler toute la vie on va venir devant chez toi on va te bz,719
bz,baiser,on va pas arreter c que le debut on va t'harceler toute la vie on va venir devant chez toi on va te bz,719
cas,qu'à,t'as cas crever,721
biienn,bien,biienn suuur,722
suuur,sûr,biienn suuur,722
a,à,au pire tu veux pas rentrer chez toi et cassez les couilles a ta famille,723
sa,ça,coralie sa se voit c un modo discord,725
c,c'est,coralie sa se voit c un modo discord,725
modo,modérateur,coralie sa se voit c un modo discord,725
squellette,squelette,leo77 t'es un squellette frerot tu vas rien faire c'est quoi ca ? modo ?,726
ca,ça,leo77 t'es un squellette frerot tu vas rien faire c'est quoi ca ? modo ?,726
modo,modérateur,leo77 t'es un squellette frerot tu vas rien faire c'est quoi ca ? modo ?,726
bahaha,rire,bahaha va faire du sport,729
aclater,éclaté,leo77 ?? c'est quoi ces argument aclater,733
face2face,face à face,"STOP PAUL ! STOP LEO ! ET JULIE, on va régler ça en FACE2FACE j'en peux PLUS !",734
sorrt,sortie,viens en sorrt,735
c'que,ce que,C'EST HORRIBLE C'QUE TU DIS PAUL!,737
a,à,non c'est fatima qui a le sida a force de se faire pin,740
pin,piner,non c'est fatima qui a le sida a force de se faire pin,740
boukak,bougnoule,les boukak les melons,743
ba,bah,ba rentre chez toi,753
bolosses,idiots,Paul72 tu fais trop de bruit on les entends moins les bolosses,755
jvais,je vais,ferme ta gueule jvais te faire bouffer ma bite,758
fiac,cul,ferme ton fiac on arrive pas a s'entendre,760
d'hab,d'habitude,comme d'hab,761
obese,obèse,coralie c'est une obese qui baise,763
ca,ça,la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P,766
;p,clin d'œil moqueur,la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P,766
j,je,coralie j vais tellement t'neculer qu'on va retrouver du petrole dans ton cul enculer,768
t'neculer,t'enculer,coralie j vais tellement t'neculer qu'on va retrouver du petrole dans ton cul enculer,768
c,c'est,C fat quand elle nage,770
fat,stylé,C fat quand elle nage,770
stp,s'il te plaît,Julie stp stop,771
chbrax,pénis,leo77 tu pourra pas me toucher avec ton chbrax de 2cm,772
tgg,ta gueule,tgg,773
diarrhé,diarrhée,et toi juste une diarrhé,774
caleco,caleçon,"j ai une ak 47 dans le caleco,",775
jme,je me,aller c'est ciao les noobs jme tire,776
stp,s'il te plaît,Julie stp arrête maintenant !,777
weee,oui,weee fatima,780
ct,c'était,ct bien t vacances ?,785
t,tes,ct bien t vacances ?,785
jme,je me,oui jme souviens,787
ta,tu as,ta bien noirssis grossse folleee,788
noirssis,noircis,ta bien noirssis grossse folleee,788
grossse,grosse,ta bien noirssis grossse folleee,788
folleee,folle,ta bien noirssis grossse folleee,788
:o,surprise,je te demande pardon ?! :O,789
ta,tu as,ta vu,792
ohhhh,oh,Ohhhh,794
tres,très,oui tres,795
ta,tu as,Ta cuit ou quoi?,797
wee,oui,eh wee,798
😗,baiser,J’aimerais bronzé comme toi 😗,799
jveux,je veux,jveux pas moi je reste blanche,801
albatrd,bâtard,"albatrd fatima, a quand un maffer ?",804
a,à,"albatrd fatima, a quand un maffer ?",804
maffer,rapport sexuel,"albatrd fatima, a quand un maffer ?",804
miskina,pauvre fille,Arrêtez miskina,805
sfait,se fait,En vrai elle sfait plaisir à la plage c'est le principale non ?,806
abusé,abusez,Non c'est hard vous abusé,810
=$,dégoûté,non fatima =$,813
faus,faut,pars contre faus doser sur le nutella archem,818
archem,archi,pars contre faus doser sur le nutella archem,818
bled,pays d'origine,Retourne au bled,819
la,là,casse toi de la,820
caf,caisse d'allocations familiales,Tes parents ils touchent la caf,821
clash,harcelez,Bon les gars en vrai pourquoi vous la clash ? En sah elle a r fait,822
en sah,en vrai,Bon les gars en vrai pourquoi vous la clash ? En sah elle a r fait,822
r,rien,Bon les gars en vrai pourquoi vous la clash ? En sah elle a r fait,822
ca,ça,Ca fait à peine 1  semaine que je vous connais et c'est comme ça que vous m'accueillez ?,823
rsa,revenu de solidarité active,Le rsa sa paye Oe oe oe,825
sa,ça,Le rsa sa paye Oe oe oe,825
oe,oui,Le rsa sa paye Oe oe oe,825
oe,oui,Le rsa sa paye Oe oe oe,825
oe,oui,Le rsa sa paye Oe oe oe,825
c,c'est,C lugubre,826
c,c'est,c macabre,827
ci,si,Ci elle aime le nuttela il y’a quoi,829
nuttela,nutella,Ci elle aime le nuttela il y’a quoi,829
az,vas-y,oui az au bois de boulogne,830
rsa,revenu de solidarité active,Avec le rsa en restant chez soit,831
la,là,ton gros ventre la,832
lvdm,la vie de ma mère,lvdm que c noir parte,837
c,c'est,lvdm que c noir parte,837
vier,vieux,mon vier on a pas la mm morphologie,839
mm,même,mon vier on a pas la mm morphologie,839
vier,vierge,"Tiens tiens le vier de Pauline, c'est nouveau ?",840
pk,pourquoi,Mais pk vous l'harceler à fatima dites moi,841
we,oui,et we tks theo la vu et pierre,842
tks,merci,et we tks theo la vu et pierre,842
hooooooo,ho,Hooooooo sais pas bien,847
la,là,Son gros ventre la,848
pffff,pff,pffff,850
frerot,frère,Mon freroT,851
t,t'es,T toi 🐷,852
🐷,cochon,T toi 🐷,852
orhhh,orh,Orhhh Sale terroriste,854
mdrrrrr,mdr,mdrrrrr,857
tt,tout,Les gars il faut être conciliant avec les autres et avoir du respect pour tt lmonde,858
lmonde,le monde,Les gars il faut être conciliant avec les autres et avoir du respect pour tt lmonde,858
tg,ta gueule,tg,860
hooooooo,oh,Hooooooo les gros mot on ce calme,862
tg,ta gueule,tg on fais hella la,863
hella,beaucoup,tg on fais hella la,863
ooooo,oh,ooooo theo ca vas te choper,866
ca,ça,ooooo theo ca vas te choper,866
strict,stricte,Je dis la strict vérité,868
voilaaaa,voilà,voilaaaa nico,870
stop,arrêter,Faut stop la pauvre imaginez c'est vous les gars,871
dsl,désolé,"dsl fatima et voilaaa, dans ta mere jrgl",876
voilaaa,voilà,"dsl fatima et voilaaa, dans ta mere jrgl",876
jrgl,je rigole,"dsl fatima et voilaaa, dans ta mere jrgl",876
r,rien,Y’a r Théo art ça va t’attraper toi et Fatima,877
tkt,t'inquiète,Tkt t’es belle Fatima rrrrrrrr😝,880
rrrrrrrr,grrr,Tkt t’es belle Fatima rrrrrrrr😝,880
😝,taquin,Tkt t’es belle Fatima rrrrrrrr😝,880
lvdm,la vie de ma mère,lvdm,881
ta,tu as,ta vu :') :') :') :'),884
:'),sourire,ta vu :') :') :') :'),884
:'),sourire,ta vu :') :') :') :'),884
:'),sourire,ta vu :') :') :') :'),884
:'),sourire,ta vu :') :') :') :'),884
heuresement,heureusement,Merci Teresa ! Heuresement que tu es là !,885
ca,ça,Teresa  ca va te soulever,886
vien,viens,Vien nicola,889
vsy,vas-y,Vsy,891
ta,t'as,Donc ta pas de répartie Pauline,892
nan,non,Nan parce que elle est noir et grosse,895
tes,t'es,Et toi tes grosse aussi Pauline mdr et on t'insulte pas pour autant à se sue je crois,897
se,ce,Et toi tes grosse aussi Pauline mdr et on t'insulte pas pour autant à se sue je crois,897
sue,que,Et toi tes grosse aussi Pauline mdr et on t'insulte pas pour autant à se sue je crois,897
ya,il y a,ya plus de rab apres toi,899
trkl,tranquille,Au pire ignorez la (fatima) et laissez la trkl et faites votre vie,901
poto,pote,On peut pas ignorer ça poto c chaud,903
c,c'est,On peut pas ignorer ça poto c chaud,903
a,à,Fatima inscris toi a basic fit sa te ferais du bien vu ton gros bid plein de selulites la,904
sa,ça,Fatima inscris toi a basic fit sa te ferais du bien vu ton gros bid plein de selulites la,904
bid,bidon,Fatima inscris toi a basic fit sa te ferais du bien vu ton gros bid plein de selulites la,904
selulites,cellulite,Fatima inscris toi a basic fit sa te ferais du bien vu ton gros bid plein de selulites la,904
la,là,Fatima inscris toi a basic fit sa te ferais du bien vu ton gros bid plein de selulites la,904
n,on,Ok n ce calme,905
jv,je vais,Jv bv nicolas,906
bv,boire,Jv bv nicolas,906
c,c'est,c trampoline parc le truc,910
oe,oh,Oe oe oe Sale grosse,913
oe,oh,Oe oe oe Sale grosse,913
oe,oh,Oe oe oe Sale grosse,913
enft,en fait,Mais enft vous avez pas de réparties depuis tt à l'h les gars vois pensez que car elle est grosse mais si on part du principe votre pote Pauline elle aussi elle est grosse. Et tu ne l'insulte pas,914
tt,tout,Mais enft vous avez pas de réparties depuis tt à l'h les gars vois pensez que car elle est grosse mais si on part du principe votre pote Pauline elle aussi elle est grosse. Et tu ne l'insulte pas,914
l'h,l'heure,Mais enft vous avez pas de réparties depuis tt à l'h les gars vois pensez que car elle est grosse mais si on part du principe votre pote Pauline elle aussi elle est grosse. Et tu ne l'insulte pas,914
trkl,tranquille,Donc venez vous vous pardonnez et vous vivez votre vie trkl,915
ke,que,Écoute moi bien theo fatima la grosse elle fais ke manger cte naigre de merde retourne dans ton pays,916
cte,cette,Écoute moi bien theo fatima la grosse elle fais ke manger cte naigre de merde retourne dans ton pays,916
naigre,nègre,Écoute moi bien theo fatima la grosse elle fais ke manger cte naigre de merde retourne dans ton pays,916
bjr,bonjour,bjr mes  lubellules,917
slt,salut,slt les enfaznt,918
enfaznt,enfants,slt les enfaznt,918
ca,ça,ca va moi perso jv bien,920
perso,personnellement,ca va moi perso jv bien,920
jv,je vais,ca va moi perso jv bien,920
trkl,tranquille,trkl mon reuf,922
reuf,frère,trkl mon reuf,922
bjr,bonjour,"bjr, QQ peut m'expliquer ce que j'ai fait de mal pour qu'on me parle comme ça ?",923
qq,quelqu'un,"bjr, QQ peut m'expliquer ce que j'ai fait de mal pour qu'on me parle comme ça ?",923
sa,ça,bah quoi sa peau t'a un probleme ?,925
t'a,t'as,bah quoi sa peau t'a un probleme ?,925
probleme,problème,bah quoi sa peau t'a un probleme ?,925
tres,très,pauline tu vas te calmer tres fort,927
😹😹,rire,elle est mate😹😹,928
c,c'est,c un vrai probleme la peau les enfant,929
t'es,tu es,t'es raciste ou quoi ?,930
mdrrrrr,mdr,mdrrrrr,932
reuf,frère,pierre mon reuf viens pas faire chier,935
a,à,commence pas a mal parler des gens comme ca a cause de leur peau frr,936
ca,ça,commence pas a mal parler des gens comme ca a cause de leur peau frr,936
a,à,commence pas a mal parler des gens comme ca a cause de leur peau frr,936
frr,frère,commence pas a mal parler des gens comme ca a cause de leur peau frr,936
etrangé,étranger,ben les etrangé ts dehors,937
ts,tous,ben les etrangé ts dehors,937
mdrrrrr,mdr,MDRRRRR,939
wsh,wesh,WSH MDRRR,941
mdrrr,mdr,WSH MDRRR,941
etes,êtes,Allez dehors vous aussi si vous etes pas contentye,944
contentye,contentes,Allez dehors vous aussi si vous etes pas contentye,944
etes,êtes,mais vous etes malade,945
