source,target,context,text_index
jaime,j'aime,jaime les garcons julie devrait en fairer autant,2104
garcons,garçons,jaime les garcons julie devrait en fairer autant,2104
fairer,faire,jaime les garcons julie devrait en fairer autant,2104
cree,créé,c'est toi qui a cree le groupe t'aime ca les gay,2106
t'aime,tu aimes,c'est toi qui a cree le groupe t'aime ca les gay,2106
ca,ça,c'est toi qui a cree le groupe t'aime ca les gay,2106
deja,déjà,je l'ai deja dis mais etre gay c'est gang de fou genre,2107
dis,dit,je l'ai deja dis mais etre gay c'est gang de fou genre,2107
etre,être,je l'ai deja dis mais etre gay c'est gang de fou genre,2107
gang de fou,vraiment génial,je l'ai deja dis mais etre gay c'est gang de fou genre,2107
nimporte,n'importe,nimporte quoi toi,2108
c,c'est,c bien Elodie on vois ton inteligence comme ca,2109
inteligence,intelligence,c bien Elodie on vois ton inteligence comme ca,2109
ca,ça,c bien Elodie on vois ton inteligence comme ca,2109
^pas,pas,c'est ^pas une mode sale timp paul,2110
timp,idiote,c'est ^pas une mode sale timp paul,2110
creez,créez,creez voyus votre gang de suceur de chibre et restez a lecart des gens normaux svp,2112
voyus,voyous,creez voyus votre gang de suceur de chibre et restez a lecart des gens normaux svp,2112
chibre,pénis,creez voyus votre gang de suceur de chibre et restez a lecart des gens normaux svp,2112
a,à,creez voyus votre gang de suceur de chibre et restez a lecart des gens normaux svp,2112
lecart,l'écart,creez voyus votre gang de suceur de chibre et restez a lecart des gens normaux svp,2112
svp,s'il vous plaît,creez voyus votre gang de suceur de chibre et restez a lecart des gens normaux svp,2112
sa,ça,TIMP SA A UNE TEUCHA,2113
teucha,chatte,TIMP SA A UNE TEUCHA,2113
lecole,l'école,on veut pas de gays dans lecole frr,2114
frr,frère,on veut pas de gays dans lecole frr,2114
conte,contre,le français par conte madame,2115
a,à,allez a lhopital bande de malades mentaux,2117
lhopital,l'hôpital,allez a lhopital bande de malades mentaux,2117
devonce,défonce,Tu parle encore de ma pote comme ça je te choppe dans la cour et je te devonce,2119
tiennt,tiennent,deux amies qui se tiennt la main en cours,2121
ca,ça,ca fait pitié julie bouge avec ta vieille pote la,2122
tg,ta gueule,julie tg jarrive te prendre en leuleu,2126
jarrive,j'arrive,julie tg jarrive te prendre en leuleu,2126
leuleu,cul,julie tg jarrive te prendre en leuleu,2126
ca,ça,sois gay dans ton coin ca me degoute,2128
ca,ça,CA CLC OK JE VAIS PORTER PLAINTE,2129
clc,ça me casse les couilles,CA CLC OK JE VAIS PORTER PLAINTE,2129
vasi,vas-y,VASI OSE SALE FOLLE,2130
jvais,je vais,JVAIS PARLER A UN ADULTE OUI JE VAIS OSER,2131
grv,grave,grv,2132
preferee,préférée,ma folle preferee,2133
a,à,julie tu tiens la main a ta pote et tu crois quon va vous laissez? on veut pas de pd comme ca dfans notre ecole,2134
quon,qu'on,julie tu tiens la main a ta pote et tu crois quon va vous laissez? on veut pas de pd comme ca dfans notre ecole,2134
pd,pédé,julie tu tiens la main a ta pote et tu crois quon va vous laissez? on veut pas de pd comme ca dfans notre ecole,2134
ca,ça,julie tu tiens la main a ta pote et tu crois quon va vous laissez? on veut pas de pd comme ca dfans notre ecole,2134
dfans,dans,julie tu tiens la main a ta pote et tu crois quon va vous laissez? on veut pas de pd comme ca dfans notre ecole,2134
ecole,école,julie tu tiens la main a ta pote et tu crois quon va vous laissez? on veut pas de pd comme ca dfans notre ecole,2134
ta,tu as,TA TROP LA BOUCHE,2135
cest,c'est,cest toi eduque toi,2137
lhomosexualite,l'homosexualité,lhomosexualite cest pas normal!!! remettez vous dans le droit chemin je dis ca pour votre bien,2141
cest,c'est,lhomosexualite cest pas normal!!! remettez vous dans le droit chemin je dis ca pour votre bien,2141
ca,ça,lhomosexualite cest pas normal!!! remettez vous dans le droit chemin je dis ca pour votre bien,2141
tg,ta gueule,tg,2142
innsullte,insulte,la prochaine innsullte ca part au commissariat,2143
ca,ça,la prochaine innsullte ca part au commissariat,2143
tqt,t'inquiète,PRENDS MAIS TQT PROFITE AVANT,2145
tg,ta gueule,bah au pire tg et rentres chez toi arrete de souler tout le monde laissez nous faire notre vie nan,2146
arrete,arrête,bah au pire tg et rentres chez toi arrete de souler tout le monde laissez nous faire notre vie nan,2146
souler,saouler,bah au pire tg et rentres chez toi arrete de souler tout le monde laissez nous faire notre vie nan,2146
nan,non,bah au pire tg et rentres chez toi arrete de souler tout le monde laissez nous faire notre vie nan,2146
jaimerai,j'aimerais,jaimerai bien,2147
mdrrr,mdr,ON VA TE FAIRE LA MISERE MDRRR,2148
moyne,moyen,au moyne age les femmes faisaient la cuisine pour leur mari et fermait leur gueule cette epoque me manquie,2150
age,âge,au moyne age les femmes faisaient la cuisine pour leur mari et fermait leur gueule cette epoque me manquie,2150
epoque,époque,au moyne age les femmes faisaient la cuisine pour leur mari et fermait leur gueule cette epoque me manquie,2150
manquie,manquait,au moyne age les femmes faisaient la cuisine pour leur mari et fermait leur gueule cette epoque me manquie,2150
savaisssssssssssss,savais,OH MARI SI TU SAVAISSSSSSSSSSSSS,2152
ca,ça,vas y j'attends que ca,2153
t'a,tu as,t'a quoi toi,2154
sorcieres,sorcières,au moins les sorcieres comme toi elodie elles etaient brulees au moyen age,2156
elodie,élodie,au moins les sorcieres comme toi elodie elles etaient brulees au moyen age,2156
etaient,étaient,au moins les sorcieres comme toi elodie elles etaient brulees au moyen age,2156
brulees,brûlées,au moins les sorcieres comme toi elodie elles etaient brulees au moyen age,2156
age,âge,au moins les sorcieres comme toi elodie elles etaient brulees au moyen age,2156
vas y,vas-y,donc vas y juste bouges ou viens assumer en face,2157
a,à,"et les hommes partaient a la guerre pour faire vivre leur famille, ils ne se maquillaient pas et ne sucaient pas de bites",2158
blem,problème,UN BLEM AVEC TOI MA CHERIE,2159
c,c'est,c contre nature calme toi,2160
vien,viens,mais vien on s'explique en fasse,2162
fasse,face,mais vien on s'explique en fasse,2162
vvienttttt,viens,VVIENTTTTT,2165
pwords,putes,bande de pwords,2166
jattend,j'attends,PAS DE PROBLEME JATTEND QUE SAAA,2167
saaa,ça,PAS DE PROBLEME JATTEND QUE SAAA,2167
etre,être,pour vous etre gay c'est bien?,2168
c,c'est,non c degueulasse,2170
degueulasse,dégueulasse,non c degueulasse,2170
paullllllllllll,paul,NON PAULLLLLLLLLLLL,2172
frr,frère,b131 frr,2173
b1,bien,B131 ET TOI,2174
peter,péter,vous venez peter les couilles donc assumez,2175
frmez,fermez,bref en conclusion frmez vos petites bouches et laissez les autres vivre leur vie car CA NE VOUS CONCERNE PAS PTN,2177
ca,ça,bref en conclusion frmez vos petites bouches et laissez les autres vivre leur vie car CA NE VOUS CONCERNE PAS PTN,2177
ptn,putain,bref en conclusion frmez vos petites bouches et laissez les autres vivre leur vie car CA NE VOUS CONCERNE PAS PTN,2177
a,à,la salle a cote,2178
cote,côté,la salle a cote,2178
fiere,fière,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
jaime,j'aime,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
zoulettes,femmes vulgaires / salopes,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
lea,léa,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
meme,même,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
detre,d'être,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
pedales,homosexuelles,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
ca,ça,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
degoute,dégoûte,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
davant,d'avant,"je suis hetero et fiere! jaime pas les zoulettes comme julie et lea, elles se cachent meme pas detre des grosses pedales franchement ca me degoute.La france davant me manque",2179
tg,ta gueule,BON JULIE TG FRRR,2183
frrr,frère,BON JULIE TG FRRR,2183
frnce,france,moi aussi la frnce d'avant me manque parce que t'etais pas née elodie,2184
t'etais,tu étais,moi aussi la frnce d'avant me manque parce que t'etais pas née elodie,2184
cetait,c'était,sur certains sujet cetait bcp mieux,2185
bcp,beaucoup,sur certains sujet cetait bcp mieux,2185
ca,ça,ca parle de la france maintenant,2186
habatue,habitué,IL ETAIT HABATUE FRR,2188
frr,frère,IL ETAIT HABATUE FRR,2188
etaient,étaient,ils etaient brulés les gays au moyen age,2189
brulés,brûlés,ils etaient brulés les gays au moyen age,2189
age,âge,ils etaient brulés les gays au moyen age,2189
bien venus,bienvenus,bien venus en 2022 bande de con,2192
bucher,bûcher,LES GAYS AU BUCHER !!!!!!,2195
bete,bête,t'es une femme t'es bete ou quoi feur,2196
feur,plaisanterie,t'es une femme t'es bete ou quoi feur,2196
:b,taquin / tirant la langue,:b,2201
t,t'es,T MRIER TOI A 14 ANS GROSSE PUTE,2202
mrier,marier,T MRIER TOI A 14 ANS GROSSE PUTE,2202
x),rire,X),2203
t,t'es,T TROP MOCHE,2205
csc,compte snapchat,csc,2209
tarpin,très,tarpin moche,2211
coutez,coûtez,vous coutez 40 elixirs en plus detre gays,2212
elixirs,élixirs,vous coutez 40 elixirs en plus detre gays,2212
detre,d'être,vous coutez 40 elixirs en plus detre gays,2212
tg,ta gueule,tg t'es plus noire que dadju,2214
c,c'est,le racisme en 2022 c non.,2215
tg,ta gueule,toi tg on te vois meme plus sous ton fond de tein orange,2216
meme,même,toi tg on te vois meme plus sous ton fond de tein orange,2216
tein,teint,toi tg on te vois meme plus sous ton fond de tein orange,2216
desprit,d'esprit,soyez ouverts desprit un peu je reve,2217
reve,rêve,soyez ouverts desprit un peu je reve,2217
csc,clash sans coupure,csc,2218
c,c'est,c toi qui parle,2220
hetero,hétéro,mais au pire restez hetero tout le monde s'en fout de votre vie,2222
sniffff,snif,SNIFFFF,2224
crevr,crever,SALOPE DE MERDE VA CREVR,2225
ten,t'en,bah on va continuer si tu ten fous,2226
mdrr,mdr,mdrr tas pas honte,2229
tas,tu as,mdrr tas pas honte,2229
pcq,parce que,pcq appart les darons en voiture pour une pipe qui veut de toi?,2232
appart,à part,pcq appart les darons en voiture pour une pipe qui veut de toi?,2232
a,à,elodie tu parle mal a mes pote va te faire enciuler par le diable meme si lui meme veut pas de toii,2234
enciuler,enculer,elodie tu parle mal a mes pote va te faire enciuler par le diable meme si lui meme veut pas de toii,2234
meme,même,elodie tu parle mal a mes pote va te faire enciuler par le diable meme si lui meme veut pas de toii,2234
meme,même,elodie tu parle mal a mes pote va te faire enciuler par le diable meme si lui meme veut pas de toii,2234
toii,toi,elodie tu parle mal a mes pote va te faire enciuler par le diable meme si lui meme veut pas de toii,2234
aprend,apprends,aprend a ecrire ptdr,2235
a,à,aprend a ecrire ptdr,2235
ecrire,écrire,aprend a ecrire ptdr,2235
ptdr,pété de rire,aprend a ecrire ptdr,2235
tg,ta gueule,tg tg tg,2236
tg,ta gueule,tg tg tg,2236
tg,ta gueule,tg tg tg,2236
mdrrr,mdr,mdrrr,2237
c,c'est,"Elodie, arrête tu sais que c bête",2242
mes,m'est,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
egale,égale,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
superieur,supérieur,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
a,à,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
ptite,petite,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
mtn,maintenant,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
ailleur,ailleurs,bref votre vie mes egale je suis superieur a vous bande de ptite merde mtn aller voir ailleur si vous avez une vie,2243
meme,même,meme avec une dotte gratuite personne veut de toi,2244
dotte,dot,meme avec une dotte gratuite personne veut de toi,2244
tg,ta gueule,tg julie,2246
wsh,wesh,Non c'est mon groupe wsh,2247
ba,bah,oui ba elodie si elle continue je vais la pousser sur la route et une voiture telecommander suffira a lui faire mal,2248
telecommander,télécommander,oui ba elodie si elle continue je vais la pousser sur la route et une voiture telecommander suffira a lui faire mal,2248
a,à,oui ba elodie si elle continue je vais la pousser sur la route et une voiture telecommander suffira a lui faire mal,2248
tktp,t'inquiète pas,je serais derrière pour te pousser marie tktp,2250
c,c'est,de base c toi qui te fait prendre par derriere ma belle,2251
derriere,derrière,de base c toi qui te fait prendre par derriere ma belle,2251
t,tu es,t juste pueril je te suis,2252
t,t'es,anna t pire,2254
woah,waouh,woah c'est nul,2255
tg,ta gueule,me confond pas avec toi et julie marie tg julie,2256
ct,c'était,parle pas ct bien comme ca,2258
ca,ça,parle pas ct bien comme ca,2258
sui,suis,je vous sui superieur en plus julie elee est gay,2259
superieur,supérieur,je vous sui superieur en plus julie elee est gay,2259
elee,elle,je vous sui superieur en plus julie elee est gay,2259
lecher,lécher,bref julie retourne lecher des chattes tu degoutes,2263
degoutes,dégoûtes,bref julie retourne lecher des chattes tu degoutes,2263
arreter,arrêter,toi emilie je vais arreter de te parler et de t'apporter de l'imprtance parce que les merde sur le trottoire je les evite mtn julie ta rien fait trace ta route,2264
l'imprtance,l'importance,toi emilie je vais arreter de te parler et de t'apporter de l'imprtance parce que les merde sur le trottoire je les evite mtn julie ta rien fait trace ta route,2264
trottoire,trottoir,toi emilie je vais arreter de te parler et de t'apporter de l'imprtance parce que les merde sur le trottoire je les evite mtn julie ta rien fait trace ta route,2264
evite,évite,toi emilie je vais arreter de te parler et de t'apporter de l'imprtance parce que les merde sur le trottoire je les evite mtn julie ta rien fait trace ta route,2264
mtn,maintenant,toi emilie je vais arreter de te parler et de t'apporter de l'imprtance parce que les merde sur le trottoire je les evite mtn julie ta rien fait trace ta route,2264
ta,t'as,toi emilie je vais arreter de te parler et de t'apporter de l'imprtance parce que les merde sur le trottoire je les evite mtn julie ta rien fait trace ta route,2264
ouasi,ouais,ah ouasi et t'évite les hommes sur le bord de la route ?,2267
tg,ta gueule,julie tg,2269
gene,gêne,julie elle gene tou le monde a lecher des chatte,2270
tou,tout,julie elle gene tou le monde a lecher des chatte,2270
a,à,julie elle gene tou le monde a lecher des chatte,2270
lecher,lécher,julie elle gene tou le monde a lecher des chatte,2270
degoute,dégoûte,tu degoute,2272
ho,oh,ho mais va sucer ton pere toi a ba non t'en a pas,2273
pere,père,ho mais va sucer ton pere toi a ba non t'en a pas,2273
a,ah,ho mais va sucer ton pere toi a ba non t'en a pas,2273
ba,bah,ho mais va sucer ton pere toi a ba non t'en a pas,2273
t'en,tu en,ho mais va sucer ton pere toi a ba non t'en a pas,2273
jprefere,je préfère,non jprefere le tien mv,2274
mv,ma vie,non jprefere le tien mv,2274
tg,ta gueule,anna tg,2275
tg,ta gueule,Julie tg tg tg,2278
tg,ta gueule,Julie tg tg tg,2278
tg,ta gueule,Julie tg tg tg,2278
tg,ta gueule,tg,2280
ho,oh,ho plus de reparti??,2284
reparti,répartie,ho plus de reparti??,2284
constence,constance,constence je pine tout ton arbre genealogique,2285
genealogique,généalogique,constence je pine tout ton arbre genealogique,2285
jtm,je t'aime,moi aussi jtm,2286
burk,beurk,burk,2288
cp,cours préparatoire,reparti de cp julie ca va ?,2289
ca,ça,reparti de cp julie ca va ?,2289
bz,baiser,julie va bz ailleurs,2290
t,te,toi personne t aime la julie,2291
cp,cours préparatoire,nous sommes le rap des cp,2292
cuni,cunnilingus,va faire un cuni ailleurs,2293
mo,moi,si mo j'aime julie,2294
tg,ta gueule,tg,2296
el,le,vous êtes nulles de pas supporter les autres ce n'est pas parce que vous vivez d'une certaine façon que tout el monde doit faire pareil. ça vous fait peur que les autres montrent qu'on peut faire d'autres choix ?!,2297
tg,ta gueule,tg,2298
tg,ta gueule,tg,2300
tlm,tout le monde,j'ai pas lu tlm c une merde,2302
c,c'est,j'ai pas lu tlm c une merde,2302
pq,pourquoi,bah pq tu t'interresse a elle,2303
a,à,bah pq tu t'interresse a elle,2303
ratio,contre-argument,ratio,2304
rependre,répandre,franchement en quoi rependre votre haine va changer un truc au fait que julie sois lesbienne?,2305
peut-etre,peut-être,ça vous met en colère parce que peut-etre vous avez peur d'être pareilles ?,2307
fous,fout,oui elle nous fous la honte,2308
*,bisou,toi aussi *,2309
ftg,ferme ta gueule,Ftg toi,2311
ptn,putain,la ptn de lesbos,2313
8,huit,elodie va te faire prendre par 8 renois,2314
renois,noirs,elodie va te faire prendre par 8 renois,2314
a,à,bref julie retourne dans la chatte a ta meuf,2316
ptn,putain,et la ptn d'héteros,2318
nn,non,merde nn emilie,2319
t,t'es,marie tu parle tout le monde connais ton trou t une multiprise,2320
maiis,mais,maiis elle est payée,2321
faie,fais,marie fait pas la meuf sainte tu te faie prendre par des daron different tous les soir,2324
daron,père,marie fait pas la meuf sainte tu te faie prendre par des daron different tous les soir,2324
mm,même,mm le sien MDRR,2325
mdrr,mdr,mm le sien MDRR,2325
ptdrrrrr,pété de rire,ptdrrrrr,2326
c,cul,et vous n'avez pas d'autre sujet que votre trou du c ?,2327
deja,déjà,pas les mamans deja ta mere a fait l'erreur de te mettre au monde,2328
mere,mère,pas les mamans deja ta mere a fait l'erreur de te mettre au monde,2328
radooooteeess,radotes,tu radooooteeess,2330
bruler,brûler,tu veux pas aller bruler en enfer,2334
ratio,humilie,je ratio marie la grosse catin,2335
tlm,tout le monde,tu sais juste pas quoi dire tlm ta bouche sort plus de merde que ton cul,2336
tg,ta gueule,tg tg tg tg,2338
tg,ta gueule,tg tg tg tg,2338
tg,ta gueule,tg tg tg tg,2338
tg,ta gueule,tg tg tg tg,2338
nn,non,nn julie on te pète la gl octogone,2339
gl,gueule,nn julie on te pète la gl octogone,2339
tg,ta gueule,"eh va falloir diversifier, tg c'est vraiment banal",2340
lycee,lycée,au lycee je baise ta race toi et tes pote,2341
baise ta race,je t'insulte violemment,au lycee je baise ta race toi et tes pote,2341
inferioriter,infériorité,anna complexe d'inferioriter qui me disait qu'elle etaitr jalouse de moi,2342
etaitr,était,anna complexe d'inferioriter qui me disait qu'elle etaitr jalouse de moi,2342
gl,gueule,ah oui et ça  va t'apporte quoi de me pèter la gl ?,2343
mooort,mort,TA MOOORT,2344
t'attend,t'attends,elodie je t'attend au toilette,2345
toilette,toilettes,elodie je t'attend au toilette,2345
bcp,beaucoup,bcp de plaisir,2347
regretera,regrettera,on verra bien regretera quand tu sera a l hopital julie,2353
sera,seras,on verra bien regretera quand tu sera a l hopital julie,2353
a,à,on verra bien regretera quand tu sera a l hopital julie,2353
hopital,hôpital,on verra bien regretera quand tu sera a l hopital julie,2353
pk,pourquoi,pk mentir comme ca,2354
ca,ça,pk mentir comme ca,2354
defigurer,défigurer,on va te defigurer,2356
ptdrrrrrrr,pété de rire,bien sur en prison ptdrrrrrr,2358
tg,ta gueule,tg tu va brule,2359
brule,brûles,tg tu va brule,2359
tres,très,tres drole jamel de bouse,2360
drole,drôle,tres drole jamel de bouse,2360
