source,target,context,text_index
meme,même,ah ben ca elle a que de la graisse en meme temps,4175
tres,très,ON EST TRES BIEN FORMER,4176
ca,ça,ca fait des montagne de cellulite,4177
a,à,toi tu ressemble a un anus perimé,4178
perimé,périmé,toi tu ressemble a un anus perimé,4178
c,c'est,C JUSTE ON EST PAS GROSEE PETASSE,4179
grosee,grosses,C JUSTE ON EST PAS GROSEE PETASSE,4179
peut etre,peut-être,mon physique est peut etre pas parfait mais au moins je suis pas une connasse comme vous,4180
ditt,dit,bien ditt C'est beaucoup plus beau une fille avec des formes et des kilos en trop qu'une personne plate qui ressemble a une planche a pain bande de pute,4181
fiere,fière,je suis fiere d'etre une connassse,4182
d'etre,d'être,je suis fiere d'etre une connassse,4182
connassse,connasse,je suis fiere d'etre une connassse,4182
reussira,réussira,au moins elle reussira sa vie plutot qu'etre conne comme vous,4184
plutot,plutôt,au moins elle reussira sa vie plutot qu'etre conne comme vous,4184
qu'etre,qu'être,au moins elle reussira sa vie plutot qu'etre conne comme vous,4184
viie,vie,ben  tu fera pas long feu dans ta viie,4185
j'espere,j'espère,"Salut la grosse,  j'espere que la photo t'as plu",4187
faure,faire,allez vous faure foutre,4188
d,de,"Tu parles j'ai adoré mdr,  t'es jalouse d emes résultats c'est tout",4189
emes,mes,"Tu parles j'ai adoré mdr,  t'es jalouse d emes résultats c'est tout",4189
:),sourire,Tu devrais faire un gros régime Zoé Si tu veux je t'aide :),4190
ca,ça,Marjorie ce n'est pas gentil de faire ca,4192
ohh,oh,ohh lala vous etes mechante,4193
evite,évite,on vas faire du sport et evite de tous faire sortir,4196
tous,tout,on vas faire du sport et evite de tous faire sortir,4196
quelle,qu'elle,zoé fait pas attention à ceux quelle dit,4197
evidemment,évidemment,evidemment que tu est jalouse de zoé et moi nous somme plus fortes que toi,4199
grossse,grosses,allez diminue vos grossse bite cest mieux,4200
cest,c'est,allez diminue vos grossse bite cest mieux,4200
etes,êtes,vous etes pas dans sa situation vous savez pas ce qu'elle vie,4201
vie,vit,vous etes pas dans sa situation vous savez pas ce qu'elle vie,4201
tg,ta gueule,michel tg,4204
geul,gueule,ta geul toi meme majorie la *****,4207
meme,même,ta geul toi meme majorie la *****,4207
majorie,m'injuries,ta geul toi meme majorie la *****,4207
etes,êtes,je ne vais pas me calme vous etes des viperes,4208
ca,ça,lucie on va leur montrez comment perdre du poids ca va etre marrant,4209
etre,être,lucie on va leur montrez comment perdre du poids ca va etre marrant,4209
poid,poids,perdre du poid quelle ironie,4210
cest,c'est,haha cest pas drole du touyt,4211
touyt,tout,haha cest pas drole du touyt,4211
etre,être,peut etre physiquement elle ne vous plaie pas mais moralement vous voulez tous etre comme elles,4218
etre,être,peut etre physiquement elle ne vous plaie pas mais moralement vous voulez tous etre comme elles,4218
mexplique,m'expliques,ça t'apporte quoi de l'insulter tu mexplique parce que je voit juste deux bouffons parler d'une situation qui les concerne pas,4219
parce,parce que,ça t'apporte quoi de l'insulter tu mexplique parce que je voit juste deux bouffons parler d'une situation qui les concerne pas,4219
voit,vois,ça t'apporte quoi de l'insulter tu mexplique parce que je voit juste deux bouffons parler d'une situation qui les concerne pas,4219
mdrrr,mdr,un petit porc mdrrr bien trouver les deux bouffones elles t'emmerdent,4221
dasn,dans,les filles soyer  gentille avec elle j'ai etait dasn sa situation est c'est vraiment pas facile,4222
ptites,petites,Les ptites connes on va se calmer parce qu'à part m'insulter sur mon physique vous savez rien faire,4224
profs,professeurs,mentalement elle est pas mieux tricher et sucer les profs pour avoir des bonnes notes,4226
sa,ça,je ne comprend pas pourquoi sa vous préocuppe autant sopn physique,4227
sopn,son,je ne comprend pas pourquoi sa vous préocuppe autant sopn physique,4227
mdrrr,mdr,mdrrr les salles de sport sont fermer mais faire un tpur de la ville je croi que cest mieux,4228
tpur,tour,mdrrr les salles de sport sont fermer mais faire un tpur de la ville je croi que cest mieux,4228
croi,crois,mdrrr les salles de sport sont fermer mais faire un tpur de la ville je croi que cest mieux,4228
cest,c'est,mdrrr les salles de sport sont fermer mais faire un tpur de la ville je croi que cest mieux,4228
sa,ça,en quoi sa vous dérange,4229
d'acord,d'accord,je suis d'acord avec michel,4230
sayer,ça y est,ah sayer zoé tu as tes potes pour te defendrent tu te sens fraiche et t'ouvres ta gueule,4231
ohhh,oh,ohhh lala tes mechanty lucie,4232
tes,t'es,ohhh lala tes mechanty lucie,4232
mechanty,méchant,ohhh lala tes mechanty lucie,4232
askip,à ce qu'il paraît,et toi askip t'as besoin du soutien de ta pote pour m'insulter,4233
xd,rire,XD XD,4236
xd,rire,XD XD,4236
fooonnnnnnd,fond,je te soutien a fooonnnnnnd zoé,4238
ahhhhh,ah,AHHHHH JPP,4239
jpp,j'en peux plus,AHHHHH JPP,4239
c,c'est,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
sur,sûr,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
ecraser,écraser,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
ca,ça,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
etre,être,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
vue,vu,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
yu,tu,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
1,une,c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,4241
moin,moi,moin aussi je la soutien de ouf,4242
de ouf,beaucoup,moin aussi je la soutien de ouf,4242
verite,vérité,on dit que la verite elle na qua faire du sport,4243
na,n'a,on dit que la verite elle na qua faire du sport,4243
qua,qu'à,on dit que la verite elle na qua faire du sport,4243
coté,côté,nous au moins on est du coté des gentilles et non des mechant marjorie,4244
mechant,méchant,nous au moins on est du coté des gentilles et non des mechant marjorie,4244
ta,tu as,ta raison Lucie,4245
tres,très,je me sens tres bien dans ma peau je te rassure,4248
completeemnt,complètement,je suis completeemnt d'acord c'es juste des gros jaloux,4249
d'acord,d'accord,je suis completeemnt d'acord c'es juste des gros jaloux,4249
c'es,c'est,je suis completeemnt d'acord c'es juste des gros jaloux,4249
tkt,t'inquiète,moi aussi tkt pas on ne fait que dire ce qu'on voit,4250
bh,bah,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
senté,sentez,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
dasn,dans,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
peu,peau,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
arreter,arrêtez,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
d'embeter,d'embêter,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
autre,autres,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
bh,bah,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
ou,où,bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,4254
arrete,arrête,non on arrete pas:') :') :') :') il est grosse,4256
:'),sourire,non on arrete pas:') :') :') :') il est grosse,4256
:'),sourire,non on arrete pas:') :') :') :') il est grosse,4256
:'),sourire,non on arrete pas:') :') :') :') il est grosse,4256
:'),sourire,non on arrete pas:') :') :') :') il est grosse,4256
eta,de ta,on a pas besoin de vous pour savoir qu'on a un problème parce que t'as rien d'autre à faire d eta vie j'imgaine,4259
j'imgaine,j'imagine,on a pas besoin de vous pour savoir qu'on a un problème parce que t'as rien d'autre à faire d eta vie j'imgaine,4259
francais,français,il est grosse c'est pas francais commence par aller revoir tes cours ensuite vient critiqué les autre,4260
critiqué,critiquer,il est grosse c'est pas francais commence par aller revoir tes cours ensuite vient critiqué les autre,4260
autre,autres,il est grosse c'est pas francais commence par aller revoir tes cours ensuite vient critiqué les autre,4260
grave,beaucoup,"tu ferais mieux de réviser tes cours au lieu de passer ton temps à me harceler, tu perds ton temps grave",4261
t'inquiete,t'inquiète,ah si t'inquiete pas j'ai pleins de choses à faire dans ma vie ferme la michel,4262
pleins,plein,ah si t'inquiete pas j'ai pleins de choses à faire dans ma vie ferme la michel,4262
qqun,quelqu'un,harceler qqun t'apportera pas de métier je te rappelle,4263
bh,bah,bh on dirai pas,4264
nn,non,mais c'est toi la bouffone nn mais je reve,4267
mdrrr,mdr,mdrrr c'est sur,4269
a,à,critiquer le petit porc n'est pas a temps plein,4270
deja,déjà,deja on gagne des sous en tarchelant mdrrr tes grose avoue,4271
tarchelant,dealant,deja on gagne des sous en tarchelant mdrrr tes grose avoue,4271
mdrrr,mdr,deja on gagne des sous en tarchelant mdrrr tes grose avoue,4271
tes,t'es,deja on gagne des sous en tarchelant mdrrr tes grose avoue,4271
grose,grosse,deja on gagne des sous en tarchelant mdrrr tes grose avoue,4271
denigrer,dénigrer,je peux la denigrer un petit peu puis faire ma vie,4272
arrêt&,arrêter,"je me permet de vous posez une question, vous imaginez plus tard en train de dire a vos enfants que vous avez harcelé un personne à cause de son surpoids qu'est ce qui vous dit que vos enfants seront pas forcément dans vos critères de beauté donc vous devriez arrêt& de faire ça et consulter pour votre manque de confiance e vous",4273
ftg,ferme ta gueule,donc ftg stp,4275
stp,s'il te plaît,donc ftg stp,4275
stp,s'il te plaît,ecoute ce que soan dis et reviens après stp,4276
fou,fout,on s'en fou royalement de votre vie,4280
qu'es ce que,qu'est-ce que,ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,4281
