source,target,context,text_index
srx,sérieux,tes avec qui Paul srx,3537
c,sait,il c faire que ca tu peux y aller,3541
ca,ça,il c faire que ca tu peux y aller,3541
lautre,l'autre,lautre gros est scatophile,3542
t,tu es,et toi t vraiment un tarer mental,3543
tarer,taré,et toi t vraiment un tarer mental,3543
srx,sérieux,mais qu'est ce tu raconte srx julien tu raconte que de la merde frr,3544
frr,frère,mais qu'est ce tu raconte srx julien tu raconte que de la merde frr,3544
ta geule,ta gueule,ta geule thibault ta mere elle se fait prendre par toute lusine peugeot,3545
ta mere,ta mère,ta geule thibault ta mere elle se fait prendre par toute lusine peugeot,3545
lusine,l'usine,ta geule thibault ta mere elle se fait prendre par toute lusine peugeot,3545
va,vas,"julien si on te bloques tous tu va moins rigoler, t'auras plus de victime",3546
c,c'est,mec la drogue c mal faut arreter julien je sais que ta mère elle t'aime pas julien pas besoin d'attaquer les autres,3549
prebnd,prend,ta mere elle prend prebnd du popers ca lui ecarte le trou de balle  justine,3550
popers,poppers,ta mere elle prend prebnd du popers ca lui ecarte le trou de balle  justine,3550
ca,ça,ta mere elle prend prebnd du popers ca lui ecarte le trou de balle  justine,3550
ecarte,écarte,ta mere elle prend prebnd du popers ca lui ecarte le trou de balle  justine,3550
ta,tu as,et que ta était adopté,3551
ca,ça,"julien a pas de parent, ca doit etre dur..",3555
etre,être,"julien a pas de parent, ca doit etre dur..",3555
disparaitttt,disparais,DISPARAITTTT,3556
arêter,arrêter,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",3557
qur,sur,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",3557
commace,comme ça,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",3557
-_-,agacement / désapprobation / exaspération,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",3557
-_-,agacement / désapprobation / exaspération,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",3557
ca,ça,c'est pour ca quil se dechaine,3558
quil,qu'il,c'est pour ca quil se dechaine,3558
dehorsssss,dehors,brice DEHORSSSSS,3560
sa,ça,sa ferait une bonne places sur la terre,3561
tg,ta gueule,tg toi,3562
yen,il y en,la place yen a il a pas besoins de disparaitre,3563
bz,baises,quand tu bz ta meuf tu l asphyxie ou bquoi,3564
bquoi,quoi,quand tu bz ta meuf tu l asphyxie ou bquoi,3564
c'esr,c'est,si si c'esr un magicien,3565
pens,pense,il pens au bien de la planete,3567
planete,planète,il pens au bien de la planete,3567
bas,bah,bon bas brice et julien excuser vous bande de merde que vous servez a quelque chose,3568
a,à,bon bas brice et julien excuser vous bande de merde que vous servez a quelque chose,3568
ca,ça,ca vapercer ca,3571
ca,ça,ca vapercer ca,3571
c,c'est,c vrai que toi ten a pas besoin ta mere est deja morte julien,3572
ten,tu en,c vrai que toi ten a pas besoin ta mere est deja morte julien,3572
mere,mère,c vrai que toi ten a pas besoin ta mere est deja morte julien,3572
deja,déjà,c vrai que toi ten a pas besoin ta mere est deja morte julien,3572
tg,ta gueule,"tg Julien , J'espère que toi et ton ami brice irez en prison.",3573
jmen,je m'en,jmen blc jespere il meurt,3575
blc,je m'en bats les couilles,jmen blc jespere il meurt,3575
jespere,j'espère,jmen blc jespere il meurt,3575
sava,ça va,mais sava pas marcher il va casser la corde avk son poid,3576
avk,avec,mais sava pas marcher il va casser la corde avk son poid,3576
va,vas,julien on te retrouve tu va avoir des problemes,3577
problemes,problèmes,julien on te retrouve tu va avoir des problemes,3577
u,tu,tu risque pas de te faire kidnapper u rentre pas dans le camion,3579
tg,ta gueule,tg vien jtenclanche,3580
vien,viens,tg vien jtenclanche,3580
jtenclanche,je t'enclenche,tg vien jtenclanche,3580
mere,mère,mes mains con de ta mere,3583
ca,ça,ok faisont comme ca,3584
poura,pourra,il poura pas se cacher,3585
c,c'est,après avec son problème mental c sur que,3586
sur,sûr,après avec son problème mental c sur que,3586
tg,ta gueule,brice t'es roux tg,3588
cest,c'est,cest la muraille de chine,3590
tg,ta gueule,pierre tu porte un maillot de nice donc tg,3591
tueeeee,tue,TUEEEEE TOIIIIIII,3592
toiiiiiii,toi,TUEEEEE TOIIIIIII,3592
mere,mère,et toi accompagne ta mere dans la mort,3593
mere,mère,brice ta mere la folle toi aussi,3594
ho,oh,"paul dis pas ça, ils vont juste se calmer et bien prendre par les flics !!! justine ho mets toi de notre côté",3595
acab,all cops are bastards,ACAB all cops are bastard,3596
déja,déjà,c'est déja un miracle qu'il ait reussi à sortir du ventre de sa mère,3597
reussi,réussi,c'est déja un miracle qu'il ait reussi à sortir du ventre de sa mère,3597
ta,t'as,brice ta vu julien il est meme pas avec toi,3598
meme,même,brice ta vu julien il est meme pas avec toi,3598
tg,ta gueule,"Julien quand tu iras en prison, tu ne seras pas aussi cool que tu l'es maintenant, imbécile tg",3599
rdv,rendez-vous,Julien vas y rdv aux flics tu verras,3600
slt,salut,bon slt bande de merde jen est marre de vous et jespere que julien retrouvera sa mere,3602
jen,j'en,bon slt bande de merde jen est marre de vous et jespere que julien retrouvera sa mere,3602
jespere,j'espère,bon slt bande de merde jen est marre de vous et jespere que julien retrouvera sa mere,3602
mere,mère,bon slt bande de merde jen est marre de vous et jespere que julien retrouvera sa mere,3602
jdois,je dois,allez bisous paul jdois y aller jespere que quand je reviens de lentrainement t'es mort encule,3604
jespere,j'espère,allez bisous paul jdois y aller jespere que quand je reviens de lentrainement t'es mort encule,3604
lentrainement,l'entraînement,allez bisous paul jdois y aller jespere que quand je reviens de lentrainement t'es mort encule,3604
encule,enculé,allez bisous paul jdois y aller jespere que quand je reviens de lentrainement t'es mort encule,3604
mere,mère,julien va juste chercher ta mere,3606
ca,ça,brice manges mes couilles comme ca t'aura un bon ADn de nicois fdp,3607
adn,adn,brice manges mes couilles comme ca t'aura un bon ADn de nicois fdp,3607
nicois,niçois,brice manges mes couilles comme ca t'aura un bon ADn de nicois fdp,3607
fdp,fils de pute,brice manges mes couilles comme ca t'aura un bon ADn de nicois fdp,3607
jrique,je risque,mdr jrique pas de grossir bcp,3609
bcp,beaucoup,mdr jrique pas de grossir bcp,3609
oue,ouais,OUE GROSPORC,3611
etes,êtes,vous etes mechant,3612
ou,où,il est ou le mamouth,3613
mamouth,mammouth,il est ou le mamouth,3613
ou,où,IL EST OU LE GROS LARD,3614
espece,espèce,espece de boule je te pousse tu roule,3615
y,il,y prl pas se chien,3619
prl,parle,y prl pas se chien,3619
se,ce,y prl pas se chien,3619
sa,ça,sa pourrais etre vous avec les kilos en trop,3622
etre,être,sa pourrais etre vous avec les kilos en trop,3622
mere,mère,ta mere la reine des putes,3623
c,c'est,david c pas bien wesh,3624
wesh,quoi,david c pas bien wesh,3624
alllez,allez,alllez les gros,3627
arréter,arrêter,arréter de vous faire  brice,3629
brice,"naïf/bête/ridicule (référence à brice de nice, signifiant se faire avoir ou agir de manière stupide)",arréter de vous faire  brice,3629
probleme,problème,ça va ça va c'est quoi l'probleme,3630
ecoute,écoute,les ecoute pas,3632
fatigue,fatiguer,"oh commence pas fatigue,  cours",3634
c,c'est,c des méchant même si David c mon copain,3635
c,c'est,c des méchant même si David c mon copain,3635
tg,ta gueule,tg,3638
tg,ta gueule,tg,3639
dou,d'où,dou j'ai pas ldroit parlé,3640
ldroit,le droit,dou j'ai pas ldroit parlé,3640
tg,ta gueule,tg tahan de merde,3641
prl,parle,prl pas trdc,3642
trdc,trou du cul,prl pas trdc,3642
kehba,pute,kehba de merde,3643
c,c'est,et oh c pas se que vs etes populaire que vous devez vous moquez,3644
se,ce,et oh c pas se que vs etes populaire que vous devez vous moquez,3644
vs,vous,et oh c pas se que vs etes populaire que vous devez vous moquez,3644
etes,êtes,et oh c pas se que vs etes populaire que vous devez vous moquez,3644
tes,t'es,tes une petite pute toi,3645
kehba,pute,kehba de bitch,3646
bitch,salope,kehba de bitch,3646
ftg,ferme ta gueule,jules ftg toi,3648
vot,votre,grave c'est quoi vot probleme,3650
probleme,problème,grave c'est quoi vot probleme,3650
ptdrrrr,ptdr,ptdrrrr commee ta mere l'andicape,3651
commee,comme,ptdrrrr commee ta mere l'andicape,3651
mere,mère,ptdrrrr commee ta mere l'andicape,3651
l'andicape,l'handicapé,ptdrrrr commee ta mere l'andicape,3651
mdrrr,mdr,mdrrr tu es de quelle coter wshhhhhhhh,3652
coter,côté,mdrrr tu es de quelle coter wshhhhhhhh,3652
wshhhhhhhh,wesh,mdrrr tu es de quelle coter wshhhhhhhh,3652
lmalin,le malin,"juste davidharceleur le mec fait lmalin, y prend des photos et après y crache",3653
y,il,"juste davidharceleur le mec fait lmalin, y prend des photos et après y crache",3653
y,il,"juste davidharceleur le mec fait lmalin, y prend des photos et après y crache",3653
vien,viens,jules vien dans notre camp sinon j'vais te peter le fion,3654
j'vais,je vais,jules vien dans notre camp sinon j'vais te peter le fion,3654
peter,péter,jules vien dans notre camp sinon j'vais te peter le fion,3654
fion,anus,jules vien dans notre camp sinon j'vais te peter le fion,3654
jvais,je vais,jvais te louvrir en deux,3656
louvrir,l'ouvrir,jvais te louvrir en deux,3656
frr,frère,non je rentre pas dans votre delires de con vous etes des gamins frr,3658
jvais,je vais,mais jvais serre bande de trdc,3660
trdc,trou du cul,mais jvais serre bande de trdc,3660
tes,tu es,TES TELLEMENT GROS QUE QUAND TU PASSE DEVANT LE SOLEIL TOUT LE MONDE CRIS ECLIPSE!!!!!!!!,3662
tkt,t'inquiète,tkt brice,3663
temp,temps,bon il est temp de faire la paix,3665
a,à,vous faites les fous a plusieurs seuls ca parle plus,3666
ca,ça,vous faites les fous a plusieurs seuls ca parle plus,3666
tkt,t'inquiète,tkt mon pote,3667
ahahahah,ahahah,amine94 ahahahah '=D  la punchline pourrie,3668
'=d,rire très fort / grimace amusée,amine94 ahahahah '=D  la punchline pourrie,3668
mdrrrr,mdr,mdrrrr elle est mieux que toi fatigue,3669
ooohhh,oh,OOOHHH JVAI TOUS VS NIKEZ STOP JAW,3670
jvai,je vais,OOOHHH JVAI TOUS VS NIKEZ STOP JAW,3670
vs,vous,OOOHHH JVAI TOUS VS NIKEZ STOP JAW,3670
nikez,niquer,OOOHHH JVAI TOUS VS NIKEZ STOP JAW,3670
mdrrrr,mdr,mdrrrr tg jules tu trahi la honda,3671
tg,ta gueule,mdrrrr tg jules tu trahi la honda,3671
l4'amour,l'amour,ON FAIS L4'AMOUR PAS LA GUERRE,3673
fiat,fait,calme toi jim jules a rien fiat juste il est cool,3674
a,à,tu dis calme a qui fatigeur,3675
fatigeur,personne fatigante,tu dis calme a qui fatigeur,3675
jvais,je vais,brice jvais te perce le ventre tu va voir ballons de bodruche ah,3677
bodruche,baudruche,brice jvais te perce le ventre tu va voir ballons de bodruche ah,3677
maintenent,maintenant,maintenent sa deviens rasiste ah bravo amine,3678
sa,ça,maintenent sa deviens rasiste ah bravo amine,3678
rasiste,raciste,maintenent sa deviens rasiste ah bravo amine,3678
tg,ta gueule,tg jim,3680
vsi,vas-y,brice vsi twerke,3682
ahah,haha,ahah très rigolo,3684
twerke,danser le twerk,twerke de la graisse,3685
booon,bon,PEACE AND LOVE BOOON DAVID PK TA PRIS LA PHOTO SA SE FAIS PAS,3687
pk,pourquoi,PEACE AND LOVE BOOON DAVID PK TA PRIS LA PHOTO SA SE FAIS PAS,3687
ta,tu as,PEACE AND LOVE BOOON DAVID PK TA PRIS LA PHOTO SA SE FAIS PAS,3687
sa,ça,PEACE AND LOVE BOOON DAVID PK TA PRIS LA PHOTO SA SE FAIS PAS,3687
tes,t'es,moussa dis nous tes qui toi aussi tes une baleine ? tu flotte dans l'eau,3689
tes,t'es,moussa dis nous tes qui toi aussi tes une baleine ? tu flotte dans l'eau,3689
y,il,non y coulle,3691
coulle,coule,non y coulle,3691
jimsoutiendharce,jim soutien de harcèlement,jimsoutiendharce la graisse ça flotte mec!,3692
ouèch,wesh,retourne en cours de physique ouèch,3694
tg,ta gueule,mais tg enft clochard et wsh pas ouèch,3695
enft,en fait,mais tg enft clochard et wsh pas ouèch,3695
wsh,wesh,mais tg enft clochard et wsh pas ouèch,3695
ouèch,wesh,mais tg enft clochard et wsh pas ouèch,3695
tuto,tutoriel,suicide toi brice et fais nous un tuto quand tu va te pendre,3697
t,tu es,t mauvais,3698
tahiaaa,tahia,tahiaaa lmaghreb,3700
lmaghreb,le maghreb,tahiaaa lmaghreb,3700
wsh,wesh,wsh amine,3701
weeee,oui,weeee le sancho,3702
sancho,ami,weeee le sancho,3702
j'vais,je vais,j'vais briser ton cul  comme ca </3,3705
ca,ça,j'vais briser ton cul  comme ca </3,3705
</3,cœur brisé / chagrin,j'vais briser ton cul  comme ca </3,3705
stp,s'il te plaît,brice on fais la paix? mais stp me mange pas,3706
jsuis,je suis,ah jsuis morte ptn,3707
ptn,putain,ah jsuis morte ptn,3707
j'm'en,je m'en,j'm'en pas de cette viande,3710
ca,ça,brice en francais ca donne quoi,3712
mappel,m'appelle,on mappel jamel debbouze dans le milieu,3713
jv,je vais,le seul truc que jv enflammer c'est tes morts,3716
wsh,salut,wsh tu parle pas comme ca je vais te dechire,3717
ca,ça,wsh tu parle pas comme ca je vais te dechire,3717
balaine,baleine,tss tss la balaine,3718
t,tu,mais jules t es changer wsh,3719
wsh,wesh,mais jules t es changer wsh,3719
jte,je te,j'ai pas changer jte pisse juste dessus frr,3720
frr,frère,j'ai pas changer jte pisse juste dessus frr,3720
vazy,vas-y,mais vazy va faire la manche Jim,3723
dechirer,déchirer,mais jules je vais te dechirer noublie pas je venu chez toi,3724
noublie,n'oublie,mais jules je vais te dechirer noublie pas je venu chez toi,3724
thabite,tu habites,je sais ou thabite fais  pas le maline brice ftg,3726
ftg,ferme ta gueule,je sais ou thabite fais  pas le maline brice ftg,3726
ptdrrrr,ptdr,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
frr,frère,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
c,c'est,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
ta,tu as,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
jpeut,je peux,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
rrien,rien,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
achete,acheter,mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,3728
tas,tu as,tas pas de couilles,3729
taurai,tu aurais,brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,3730
a,à,brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,3730
lécole,l'école,brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,3730
muscu,musculation,brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,3730
a,à,brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,3730
a,à,a part sucer jim d'autees talent ?,3731
autees,autres,a part sucer jim d'autees talent ?,3731
lvdm,la vie de ma mère,jules lvdm jvais tencule,3733
jvais,je vais,jules lvdm jvais tencule,3733
tencule,t'encule,jules lvdm jvais tencule,3733
paert,part,part devant paert derriere part touys les coter,3735
derriere,derrière,part devant paert derriere part touys les coter,3735
touys,tous,part devant paert derriere part touys les coter,3735
coter,côtés,part devant paert derriere part touys les coter,3735
nikomok,insulter,nikomok,3736
ftg,ferme ta gueule,ftg sale gros,3738
tg,ta gueule,tg brice nique  toi,3739
gordo,gros,Gros gordo,3740
slt,salut,Slt gros port,3742
gordo,gros,Gros gordo,3744
fair,faire,va fair un régime sale port,3746
port,porc,va fair un régime sale port,3746
abonement,abonnement,je te prend un abonement bacisfic,3747
gordo,obèse,Sale gros gordo,3757
sa,ça,David fais sa je te Bz ta mère sale chien,3758
bz,baise,David fais sa je te Bz ta mère sale chien,3758
ba,bah,Ba vien me le dir je te nike ta mere la grosse pute comme toi,3760
vien,viens,Ba vien me le dir je te nike ta mere la grosse pute comme toi,3760
dir,dire,Ba vien me le dir je te nike ta mere la grosse pute comme toi,3760
nike,nique,Ba vien me le dir je te nike ta mere la grosse pute comme toi,3760
mere,mère,Ba vien me le dir je te nike ta mere la grosse pute comme toi,3760
port,porc,Gros port t’a photo va finir sur télégramme,3761
tkas,t'inquiètes,Tkas sla gros va,3765
sla,sale,Tkas sla gros va,3765
pti,petit,Pti bite tu la voit pas ta bite,3767
geule,gueule,Ferme ta geule David avec t grosse chienne d’amine et jim,3768
t,tes,Ferme ta geule David avec t grosse chienne d’amine et jim,3768
ba,bah,Ba vien c toi qui est gros port de merde,3769
vien,viens,Ba vien c toi qui est gros port de merde,3769
c,c'est,Ba vien c toi qui est gros port de merde,3769
sl,salut,Sl port,3770
guele,gueule,Ta guele David c toi t complexé de ta petite bite,3771
c,c'est,Ta guele David c toi t complexé de ta petite bite,3771
t,t'es,Ta guele David c toi t complexé de ta petite bite,3771
port,porc,Sale port on va te fair hella demian,3772
fair,faire,Sale port on va te fair hella demian,3772
hella,grave,Sale port on va te fair hella demian,3772
demian,demain,Sale port on va te fair hella demian,3772
gang bang,viol collectif,On la baise tout en gang bang,3774
d:,dégoût,D: D: D: D:,3779
d:,dégoût,D: D: D: D:,3779
d:,dégoût,D: D: D: D:,3779
d:,dégoût,D: D: D: D:,3779
guele,gueule,Ta guele c’est t’as mère on l’as prend en gang bang DaviD,3781
gang bang,viol en réunion,Ta guele c’est t’as mère on l’as prend en gang bang DaviD,3781
fair,faire,Tu va fair quoi sale arbre moussa,3782
tranquiulle,tranquille,Laissez-moi tranquiulle,3783
photooo,photo,Je veux juste la photooo,3785
ta,t'a,On ta pris en photo sac a patate et tout le monde va voir,3786
sac a patate,sac à patates,On ta pris en photo sac a patate et tout le monde va voir,3786
couuuuuu,cou,Dans le couuuuuu tu l aura pas,3787
g,j'ai,G même se de t’a mère là pute,3790
se,ça,G même se de t’a mère là pute,3790
t’a,ta,G même se de t’a mère là pute,3790
gensss,gens,On entre pas dans la salle de bain des gensss,3792
couuuu,cou,Dans le couuuu la photo,3795
t,tu es,T une merde moussa,3796
pti,petite,Dans ta pti soeur,3797
mere,mère,En lele ta mere moussa,3800
c,c'est,C ta mère la chienne,3804
t'a,ta,Ferme t'a geule,3808
geule,gueule,Ferme t'a geule,3808
port,porc,Sale gros port,3809
t'a,ta,T'a geule,3810
geule,gueule,T'a geule,3810
ta,tu as,Ta une petit bite,3811
transpi,transpiration,Tu cours à peine 2 minutes et puis tu pues la transpi,3813
cop1,copains,Salut les cop1 :D,3815
:d,grand sourire,Salut les cop1 :D,3815
ct,c'était,ct vachement cool ce voyage,3817
vrais,vrai,pas vrais Pauline,3820
😆,rire,ouai c'etait trop bien 😆,3822
mdrr,mdr,mdrr tg francois bien fait pour ta gueule,3826
tg,ta gueule,mdrr tg francois bien fait pour ta gueule,3826
ca,ça,ca ce fait pas d'avoir fait ca 🙄,3828
ca,ça,ca ce fait pas d'avoir fait ca 🙄,3828
🙄,soupir,ca ce fait pas d'avoir fait ca 🙄,3828
etes,êtes,Vous etes trop mechants arretez,3831
bg,beau gosse,pardon ? attendez  François est bg c'est juste que Pauline t'as pas mis la bonne photo dpnc bon,3835
dpnc,donc,pardon ? attendez  François est bg c'est juste que Pauline t'as pas mis la bonne photo dpnc bon,3835
phisique,physique,j'assume mon phisique tte facon. 😯,3836
tte,toute,j'assume mon phisique tte facon. 😯,3836
facon,façon,j'assume mon phisique tte facon. 😯,3836
y'a,il y a,y'a quoi de drole  serieux ???,3838
j'pense,je pense,Moi j'pense que pauline c pas tromper c'est juste ke francois est trop moche,3840
c,c'est,Moi j'pense que pauline c pas tromper c'est juste ke francois est trop moche,3840
ke,que,Moi j'pense que pauline c pas tromper c'est juste ke francois est trop moche,3840
wsh,wesh,mais vous l'avez vu.. wsh c'est méchant pour les baleines la....,3841
a,à,Theresa quitte a etre une baleine,3842
etre,être,Theresa quitte a etre une baleine,3842
detend,détends,heu Pauline detend toi il t'as rien fait François t'étais juste pas obligé t'aurais dû demandé avant,3843
wesh,quoi,Vous avez cru vous étiez qui wesh,3844
popopoooo,popopo,popopoooo,3846
reagrde,regarde,et francois reagrde toi d'ab,3849
d'ab,d'abord,et francois reagrde toi d'ab,3849
probleme,problème,mais c'est quoi votre probleme enfait ? ca vous amuse de critiquer les gens comme ca ?,3850
enfait,en fait,mais c'est quoi votre probleme enfait ? ca vous amuse de critiquer les gens comme ca ?,3850
ca,ça,mais c'est quoi votre probleme enfait ? ca vous amuse de critiquer les gens comme ca ?,3850
ca,ça,mais c'est quoi votre probleme enfait ? ca vous amuse de critiquer les gens comme ca ?,3850
jje,je,jje t'emmerde.,3851
mwa,moi,mwa aussi francois😘🤣,3855
😘,bisous,mwa aussi francois😘🤣,3855
🤣,rire,mwa aussi francois😘🤣,3855
deja,déjà,Deja apprenez à écrire et après vous pourrez peut- etre vous permettre de parler,3856
peut- etre,peut-être,Deja apprenez à écrire et après vous pourrez peut- etre vous permettre de parler,3856
wsh,wesh,Wsh  je vous écrase tous en un coup.,3858
ca,ça,C'est horrible de dire ca,3859
poas,pas,je comprend poas comment vous piuvez défendre des gens qui disent et font des choses pareils 😤,3860
piuvez,pouvez,je comprend poas comment vous piuvez défendre des gens qui disent et font des choses pareils 😤,3860
😤,frustration,je comprend poas comment vous piuvez défendre des gens qui disent et font des choses pareils 😤,3860
xd,rire,c'est quoi cette punchline XD,3862
ca,ça,ca vous apporte quoi de faire ca ???,3866
ca,ça,ca vous apporte quoi de faire ca ???,3866
ca,ça,non mais c'est bon francois t'es pas comme ca  en vrai c'est la qualité photo de pauline,3868
ca,ça,merci ca me touche,3869
🙄,roulement d'yeux,non mais pas grave il existe le clan des jaloux en somme 🙄,3870
nan,non,nan mais francois tu nous dira ce que ca fait d'etre une petite merde comme ca hein,3872
ca,ça,nan mais francois tu nous dira ce que ca fait d'etre une petite merde comme ca hein,3872
d'etre,d'être,nan mais francois tu nous dira ce que ca fait d'etre une petite merde comme ca hein,3872
ca,ça,nan mais francois tu nous dira ce que ca fait d'etre une petite merde comme ca hein,3872
mdrrrr,mdr,mdrrrr ouais comment t'as pu la kiffer tu la mérites pas en vrai,3877
haaa,ah,haaa  c'est beau de rever jenny,3878
rever,rêver,haaa  c'est beau de rever jenny,3878
a,à,et demande a francois la prochaine fois,3879
francois,françois,et demande a francois la prochaine fois,3879
fface,efface,fface la photo Pauline !😡,3880
😡,colère,fface la photo Pauline !😡,3880
