source,target,context,text_index
ca,ça,t'as que ca a faire de ta vie que me faire chier,4400
leo,léo,Maintenant leo vire la photo de mon frère tout de suite,4403
prof,professeur,je vais aller voir les prof et leur montrer la merde que tu dis,4407
c,c'est,tu l'enleves c tout,4408
ntm,nique ta mère,non ntm,4409
vay,vas-y,vay va le voir on lui presenetra ton frr vzy*,4410
frr,frère,vay va le voir on lui presenetra ton frr vzy*,4410
vzy,vas-y,vay va le voir on lui presenetra ton frr vzy*,4410
poto,pote,le karma poto sa tourne vite fais attention mec,4411
sa,ça,le karma poto sa tourne vite fais attention mec,4411
sa,ça,sa tourne comme justine dans les caves,4412
oula,oh là là,oula mais calme toi,4413
mere,mère,et ta mere aussi,4414
c,c'est,c toi tu parle,4415
ta,tu as,ta famille en general ta kipa la,4419
kipa,kippa,ta famille en general ta kipa la,4419
kipa,qui n'y va pas,kipa r a la chasse perd sa place,4421
r,est,kipa r a la chasse perd sa place,4421
prof,professeurs,aurelie et leo je vais aller voir les prof puis ils iront voir vos parents si vous enlevez pas la photo,4422
blc,je m'en bats les couilles,blc c des tarlouz eux,4423
c,c'est,blc c des tarlouz eux,4423
tarlouz,tarlouzes,blc c des tarlouz eux,4423
jai,j'ai,jai pas de parents,4424
a,à,je viens a la cinagoge,4426
cinagoge,synagogue,je viens a la cinagoge,4426
a,à,je vais t'attraper a la sortie tu vas voir,4428
a,à,a faire des trucs comme  ca,4430
ca,ça,a faire des trucs comme  ca,4430
tg,ta gueule,paul tg,4434
c,c'est,c pa bi1 arretai,4435
pa,pas,c pa bi1 arretai,4435
bi1,bien,c pa bi1 arretai,4435
arretai,arrêtez,c pa bi1 arretai,4435
c,c'est,c est toi la grosses,4436
bb,bébé,parole de bb,4438
bebe,bébé,c'est toi le bebe cadum,4440
ptit,petit,ton ptit reuf la mskn,4444
reuf,frère,ton ptit reuf la mskn,4444
mskn,miskin,ton ptit reuf la mskn,4444
mv,ma vie,tu force mv,4447
tg,ta gueule,tg,4451
tt,tout,de tt facon ta photo elle est genante,4453
facon,façon,de tt facon ta photo elle est genante,4453
genante,gênante,de tt facon ta photo elle est genante,4453
bo,beau,il est pas bo,4454
crane,crâne,ton gros crane leo,4455
leo,léo,ton gros crane leo,4455
genant,gênant,c'est toi t'es genant tu fais que parler de ca,4457
ca,ça,c'est toi t'es genant tu fais que parler de ca,4457
pedo,pédophile,sale pedo,4462
pd,pédé,sale pd,4463
jsuis,je suis,jsuis pauvre frr,4465
frr,frère,jsuis pauvre frr,4465
vzy,vas-y,vzy toi,4466
serieux,sérieux,vire la photo et laisse nous tranquille serieux,4468
pick me,personne en quête d'approbation,sale pick me,4469
a,à,Aurelie tu sers a rien,4470
religon,religion,c'est qu'une religon akhy,4472
akhy,mon frère,c'est qu'une religon akhy,4472
iench,chien,mais t'es le iench de leo ou quoi,4475
tg,ta gueule,non tg,4477
c,c'est,le prochain qui parle sa mere c un pute,4479
c,c'est,c une pute,4482
mere,mère,ta mere la pute aurelie,4484
feur,non-sens,feur,4487
jmen,je m'en,jmen blc,4491
blc,bat les couilles,jmen blc,4491
deja,déjà,tu parle trop toi deja,4492
couilesss,couilles,vous cassez tous les couilesss bande de  putes,4494
poucave,dénoncer,je vais poucave,4495
nerveu,nerveux,leo qu'est ce que t'as tu fais le nerveu calme tes hormones,4497
sal,sale,sal balance,4498
vbn,vas bien,vbn,4499
poucave,dénoncer,oui bva poucave lea psk y pete les couilles tous la,4500
lea,la,oui bva poucave lea psk y pete les couilles tous la,4500
psk,parce que,oui bva poucave lea psk y pete les couilles tous la,4500
y,il,oui bva poucave lea psk y pete les couilles tous la,4500
pete les couilles,énerve,oui bva poucave lea psk y pete les couilles tous la,4500
t,t'es,oublie pas t une pute ana,4501
espece,espèce,espece de pute de poucave,4502
poucave,balance,espece de pute de poucave,4502
prof,professeur,va sucer un prof comme d'hab,4503
d'hab,d'habitude,va sucer un prof comme d'hab,4503
c,c'est,c est toi t une pute,4504
t,t'es,c est toi t une pute,4504
javoue,j'avoue,"javoue la bonne solution c'est de dire à personne que vous me faites chier, ça va me mener à loin",4505
c,c'est,c toi ana la grosse pute a foutre,4511
a,à,c toi ana la grosse pute a foutre,4511
jvais,je vais,jvais attraper ta mere,4514
mere,mère,jvais attraper ta mere,4514
j,je,j vais te niker ta race toi la,4515
niker,niquer,j vais te niker ta race toi la,4515
tg,ta gueule,tg,4518
pklus,plus,tu fais du chantage en pklus ?,4521
ya,il y a,ya koi,4523
koi,quoi,ya koi,4523
ya,il y a,ya ouaq,4526
ouaq,quoi,ya ouaq,4526
fr,frère,t'empire ton cas fr,4527
5eu,seul,5eu,4528
pitie,pitié,tu fais pitie,4529
800e,800 euros,800e pour que je porte plainte surtout,4530
azy,vas-y,azy carré,4531
ca,ça,ca va trop loin la venez juste vous fermez vos gueules,4535
la,là,ca va trop loin la venez juste vous fermez vos gueules,4535
c,c'est,raciste va c po bi1,4537
po,pas,raciste va c po bi1,4537
bi1,bien,raciste va c po bi1,4537
de mort,extrêmement,grosse radine de mort,4538
fatiguez,fatigués,bande fatiguez ah,4542
t,tu es,si t fatiguer dors,4543
fatigay,fatigué,toi t'es fatigay,4546
vsy,vas-y,vsy arretz vous fr,4547
arretz,arrêtez,vsy arretz vous fr,4547
fr,frère,vsy arretz vous fr,4547
ecoute,écoute,Les ecoute pas justine,4548
jte,je te,leo arrete d'insulter et supprime ou jte supprime,4549
ca,ça,ca va aller mv,4550
mv,ma vie,ca va aller mv,4550
pdpd,pédé pédé,ah pdpd,4551
oue,ouais,oue j'avoue les ecouts pas ses chiens,4552
ecouts,écoute,oue j'avoue les ecouts pas ses chiens,4552
ses,ces,oue j'avoue les ecouts pas ses chiens,4552
tas,tu as,tas dis a tes parents que taimais les filles juju fitcat,4554
taimais,tu aimais,tas dis a tes parents que taimais les filles juju fitcat,4554
t'es,tu es,la gouine que t'es,4555
ca,ça,ca va ta gorge aurelie ?,4561
c,c'est,mais c ma meuf sale pute,4562
ca,ça,ca se trouve justine elle est en train de pleurer,4563
pourça,pour ça,ça doit être pourça que tu te venge sur mon frère,4565
vebez,baisez-vous,BON LES GARS VEBEZ ON ARRETE,4566
tg,ta gueule,tg,4568
j4avouuue,j'avoue,J4AVOUUUE,4569
chuut,chut,CHUUT,4570
j'vais,je vais,j'vais niquer tes morts les putes sale keh,4573
keh,pute,j'vais niquer tes morts les putes sale keh,4573
suppreime,supprime,leo suppreime stp mv,4575
stp,s'il te plaît,leo suppreime stp mv,4575
mv,mon/ma vie,leo suppreime stp mv,4575
ta,tu as,ta la chatte c une puits wsh tg,4576
c,c'est,ta la chatte c une puits wsh tg,4576
wsh,wesh,ta la chatte c une puits wsh tg,4576
tg,ta gueule,ta la chatte c une puits wsh tg,4576
tete,tête,ils ont rien dans la tete,4578
ta,tu as,ta tout dans le trou du cul toi,4579
arrete,arrête,sois vous supprimez et on arrete,4580
poucave,dénonce,soit je poucave a ma maman,4582
a,à,soit je poucave a ma maman,4582
j,je,SOIS J VOUS PREND TOUS LTN,4583
ltn,la tienne,SOIS J VOUS PREND TOUS LTN,4583
mtn,maintenant,MTN,4584
qun,qu'un,tu n'est qun etre sans profondeur t'aurais mieux fais de t'inspirer de la groge de ta soeur,4585
etre,être,tu n'est qun etre sans profondeur t'aurais mieux fais de t'inspirer de la groge de ta soeur,4585
groge,gorge,tu n'est qun etre sans profondeur t'aurais mieux fais de t'inspirer de la groge de ta soeur,4585
reuf,frère,parle français mon reuf,4586
ana,ana,écoutez ana et lea,4588
lea,léa,écoutez ana et lea,4588
a,à,on en revient a des insultes de merde,4590
c,c'est,c bon on arrete,4592
arrete,arrête,c bon on arrete,4592
mtn,maintenant,MTN CHUT,4595
cimer,merci,ouais enlève la photo cimer,4597
arreter,arrêter,franchement les gars faut arreter avec justine elle a r demande,4599
r,rien,franchement les gars faut arreter avec justine elle a r demande,4599
ptn,putain,ptn la maturite,4601
oue,ouais,bah oue si t'es pas drole c'est ton probleme,4604
etait,était,je savais pas que rire de la religion des gens etait marrant remettez vous en question,4605
s'étonnerd,s'étonner,elle publie des photos comme ça faut pas s'étonnerd,4606
c,c'est,c clair la religion c privé,4607
c,c'est,c clair la religion c privé,4607
fou,fout,j'avoue on s'en fou de ton ptit frere le juif,4608
ptit,petit,j'avoue on s'en fou de ton ptit frere le juif,4608
frere,frère,j'avoue on s'en fou de ton ptit frere le juif,4608
ba,bah,ba pk tu t'affiches,4609
pk,pourquoi,ba pk tu t'affiches,4609
vs,vous,Vs êtes complexés ou quoi pour lui parler comme ca,4612
ca,ça,Vs êtes complexés ou quoi pour lui parler comme ca,4612
trkl,tranquille,Laisser la trkl nn vs avez pas une vie,4614
nn,non,Laisser la trkl nn vs avez pas une vie,4614
vs,vous,Laisser la trkl nn vs avez pas une vie,4614
nan,non,bah nan mais on s'en fou de sa vie ou de sa religion,4615
fou,fout,bah nan mais on s'en fou de sa vie ou de sa religion,4615
de ouf,à fond,de ouf vivez votre vie on s'en tape de ce que vous pensez,4616
grv,grave,grv on s'en fou,4617
oe,oui,bah oe bah elle elle s'en fou de ton avis alors tourne ta langue 7 fois avant de parler,4619
fou,fout,bah oe bah elle elle s'en fou de ton avis alors tourne ta langue 7 fois avant de parler,4619
d'ou,d'où,d'ou tu t'interesse a sa vie laisse la tranquille fr,4620
a,à,d'ou tu t'interesse a sa vie laisse la tranquille fr,4620
fr,frère,d'ou tu t'interesse a sa vie laisse la tranquille fr,4620
c'es,c'est,et alors c'es juste une photo okalme,4625
okalme,au calme,et alors c'es juste une photo okalme,4625
ca,ça,mais c'est une blague j'espère elle fait ce qu'elle veut ca vous regarde pas,4626
j,je,si me j suis pas juif,4629
fou,fous,elle fait ce qu'elle veut ou pas je m'en fou mais la elle s'affiche juste on s'en fou de sa vie,4630
la,là,elle fait ce qu'elle veut ou pas je m'en fou mais la elle s'affiche juste on s'en fou de sa vie,4630
fou,fout,elle fait ce qu'elle veut ou pas je m'en fou mais la elle s'affiche juste on s'en fou de sa vie,4630
ca,ça,et alors ? ça change quoi la religion à laquelle tu appartiens ? ca reste toujours mon petit frère,4632
ftg,ferme ta gueule,"mais ftg on t,as deja dit qu'on s'en foutais de ton avis trop tu parles",4633
t,t',"mais ftg on t,as deja dit qu'on s'en foutais de ton avis trop tu parles",4633
deja,déjà,"mais ftg on t,as deja dit qu'on s'en foutais de ton avis trop tu parles",4633
fou,fout,allez pas nous sortir des on s'en fou de sa vie quand vous publiez des photos de vos vieilles soirées,4637
deja,déjà,deja ton ptit frere on lui a couper le zizi c'est plus un homme,4638
ptit,petit,deja ton ptit frere on lui a couper le zizi c'est plus un homme,4638
frere,frère,deja ton ptit frere on lui a couper le zizi c'est plus un homme,4638
catho,catholique,"et alors, je ne te crie pas ""catho"" à la g si ?",4640
g,gueule,"et alors, je ne te crie pas ""catho"" à la g si ?",4640
etre,être,etre méchant c'est mal les gars,4641
y,il,"mdr leo y veut jouer a la plus grosse avec ton ptit frr il a vrmt un prblm t,es complexer par la tienne",4642
ptit,petit,"mdr leo y veut jouer a la plus grosse avec ton ptit frr il a vrmt un prblm t,es complexer par la tienne",4642
frr,frère,"mdr leo y veut jouer a la plus grosse avec ton ptit frr il a vrmt un prblm t,es complexer par la tienne",4642
vrmt,vraiment,"mdr leo y veut jouer a la plus grosse avec ton ptit frr il a vrmt un prblm t,es complexer par la tienne",4642
prblm,problème,"mdr leo y veut jouer a la plus grosse avec ton ptit frr il a vrmt un prblm t,es complexer par la tienne",4642
"t,es",tu es,"mdr leo y veut jouer a la plus grosse avec ton ptit frr il a vrmt un prblm t,es complexer par la tienne",4642
reuf,frère,comment ça mon reuf ta craqé,4645
ta,t'as,comment ça mon reuf ta craqé,4645
craqé,craqué,comment ça mon reuf ta craqé,4645
kestu,qu'est-ce que tu,kestu veux toi casse toi,4646
ftg,ferme ta gueule,ftg leo,4648
come,comme,soyez sympa come les bisou nours,4652
bisou nours,bisounours,soyez sympa come les bisou nours,4652
a,à,apprenez a écrire avant de raconter de la merde,4653
a,à,je veux pas faire bisous a un juif,4655
facon,façon,toute facon la juive et ses gardes du corps on s'en fou de vos vie postez vos photos de merde ailleurs,4660
tt,tout,mais c'est toi tu donnes ton avis depuis tt a l'heure alors qu'on s'en bat les couilles et si tu t'en fous casse toi et arrete de parler,4663
pa s,pas,toi quand tu poste des photos on donne pa s notre avis,4664
oue,oui,oue retourne a jerusalem,4665
meme,même,"Mais tun'es  meme pas capable de répondre à ma question, ça vous fait quoi que je sois juive ?",4667
ila,il a,laisse tomber ila 0 reparti,4668
0,zéro,laisse tomber ila 0 reparti,4668
reparti,répartie,laisse tomber ila 0 reparti,4668
ba,bah,ba ca nous dérange,4669
ca,ça,ba ca nous dérange,4669
ba,bah,ba t'es pas comme nous,4671
balec,on s'en bat les couilles,bah on s'en balec que ca vs derange on vs demande pas votre avis,4673
ca,ça,bah on s'en balec que ca vs derange on vs demande pas votre avis,4673
vs,vous,bah on s'en balec que ca vs derange on vs demande pas votre avis,4673
vs,vous,bah on s'en balec que ca vs derange on vs demande pas votre avis,4673
tiep,pitié,tu fais tiep leo,4676
perso,personnellement,perso je préfère être différente que vous ressembler et être une bande de mouton a suivre une personne raciste,4677
a,à,perso je préfère être différente que vous ressembler et être une bande de mouton a suivre une personne raciste,4677
\o/,"personne avec les bras levés (joie, célébration, hallelujah)",\O/  : toi qui tient ta kipa,4679
nan,non,nan athée,4682
c4est,c'est,ET C4EST QUOI TON PRBLM AVEC LES JUIFS,4684
prblm,problème,ET C4EST QUOI TON PRBLM AVEC LES JUIFS,4684
raisn,raison,une raisn de plus pour pas juger les religions des autres,4685
bas les couilles,je m'en fiche,BAS LES COUILLES,4686
tres,très,non je suis tres calme et toi t'es juive,4688
:o,surpris,:O,4689
ptn,putain,attention léo a des ptn d'arguments,4690
ca,ça,tout ca pour ca jsuis decu,4691
ca,ça,tout ca pour ca jsuis decu,4691
jsuis,je suis,tout ca pour ca jsuis decu,4691
decu,déçu,tout ca pour ca jsuis decu,4691
deçu,déçu,deçu de quoi ?,4692
waw,waouh,laisse leur seul argumentation est qu'elle est juive waw bravo vous êtes allés a l'ecole,4693
a,à,laisse leur seul argumentation est qu'elle est juive waw bravo vous êtes allés a l'ecole,4693
l'ecole,l'école,laisse leur seul argumentation est qu'elle est juive waw bravo vous êtes allés a l'ecole,4693
c,c'est,c clair!,4695
ca,ça,ca reste très limité,4697
ptn,putain,ptn leo t'a pas d'autres choses a faire,4698
fiere,fier,pas pour aller faire le fiere et dénigrer les gens nan il a pas de vie,4699
nan,non,pas pour aller faire le fiere et dénigrer les gens nan il a pas de vie,4699
kesta,qu'est-ce que tu as,et kesta mon pote baise toi tu te prend pour jsp qui a prendre la defens ed'une juive casse toi,4701
jsp,je ne sais pas,et kesta mon pote baise toi tu te prend pour jsp qui a prendre la defens ed'une juive casse toi,4701
defens,défense,et kesta mon pote baise toi tu te prend pour jsp qui a prendre la defens ed'une juive casse toi,4701
ed'une,d'une,et kesta mon pote baise toi tu te prend pour jsp qui a prendre la defens ed'une juive casse toi,4701
soutine,soutien,"Lea, heureusement tu est là, j'ai vraiment besoin de ton soutine",4705
ete,été,ils ont ete mechant pour la bonne cause,4708
fou,fout,Tout le monde s'en fou de ta cérémonie,4709
apres,après,je ne changerai pas de religion apres leurs attaques ...,4710
ces't,c'est,ces't quoi la bonne cause?,4711
ta,t'a,On ta pas demande de changer de religion juste de ne pas l'exposer parce qu'on s'en fou,4712
fou,fout,On ta pas demande de changer de religion juste de ne pas l'exposer parce qu'on s'en fou,4712
ftg,ferme ta gueule,ftg juif,4714
ntm,nique ta mère,mais ntm waich,4717
waich,wesh,mais ntm waich,4717
probleme,problème,Quel est ton probleme Guillaume?!,4720
arreter,arrêter,arreter de l'insulter,4722
jaim,j'aime,jaim pa les juifs psk ils sont tah pa bo,4723
pa,pas,jaim pa les juifs psk ils sont tah pa bo,4723
psk,parce que,jaim pa les juifs psk ils sont tah pa bo,4723
tah,genre,jaim pa les juifs psk ils sont tah pa bo,4723
pa,pas,jaim pa les juifs psk ils sont tah pa bo,4723
bo,beaux,jaim pa les juifs psk ils sont tah pa bo,4723
tro,trop,en plus ils on tro darjen et tout,4725
darjen,d'argent,en plus ils on tro darjen et tout,4725
javoue,j'avoue,javoue,4726
carrement,carrément,carrement,4727
tg,ta gueule,oh tg,4729
o,au,vous o moins vou etes pa juif,4730
vou,vous,vous o moins vou etes pa juif,4730
etes,êtes,vous o moins vou etes pa juif,4730
pa,pas,vous o moins vou etes pa juif,4730
tavais,tu avais,tavais qua pas la partager,4732
qua,qu'à,tavais qua pas la partager,4732
pk,pourquoi,mais pk juste soit logique dans ton raisonnement? Gillom ?,4733
konass,conasse,konass,4734
c,c'est,bah c pour ca l'expose pas et t'aura pas de commantaire,4736
ca,ça,bah c pour ca l'expose pas et t'aura pas de commantaire,4736
t'aura,tu auras,bah c pour ca l'expose pas et t'aura pas de commantaire,4736
commantaire,commentaire,bah c pour ca l'expose pas et t'aura pas de commantaire,4736
bv,bien vu,bv,4738
nn,non,nn on respect pa waich,4739
pa,pas,nn on respect pa waich,4739
waich,wesh,nn on respect pa waich,4739
lea,léa,Merci Lea!,4740
tg,ta gueule,tg lea,4741
etes,êtes,Vous etes des intollerants!,4742
blc,bat les couilles,mais on s'en blc,4746
commantaires,commentaires,alors elle se plaint pas d'avoir des commantaires,4751
ten,t'en,si tu voullais pas ten prendre plein la gueule fallais rien poster,4753
es,des,si elle expose sa vie elle s'expose aussi  avoir es commentaires negatifs,4755
negatifs,négatifs,si elle expose sa vie elle s'expose aussi  avoir es commentaires negatifs,4755
ratio,désapprobation,ratio,4757
despi,speed,donc faut qu'elle la ferme en despi,4758
jte,je te,justine jte pisse dans la bouche,4759
t'es,tu es,t'es vrai qu'un gamin,4760
vrai,vraiment,t'es vrai qu'un gamin,4760
lea,léa,lea tg,4761
tg,ta gueule,lea tg,4761
vraiment*,vraiment,vraiment*,4762
grv,grave,grv porte tes enorme boulles et affronte moi,4764
a,à,apprends a ecrire cousin,4765
ecrire,écrire,apprends a ecrire cousin,4765
disslexik,dyslexique,je suis disslexik,4766
t,t'es,t handicapophobe,4767
ca,ça,bref laisser la religion en dehors de ca les loulous,4768
d'ou,d'où,j'avoue d'ou tu critique,4769
ftg,ferme ta gueule,ftg chui pa ton loulou,4770
chui,je suis,ftg chui pa ton loulou,4770
pa,pas,ftg chui pa ton loulou,4770
quon,qu'on,t'aimerai quon parle de votre religion comme ca ?,4774
ca,ça,t'aimerai quon parle de votre religion comme ca ?,4774
bagar,bagarre,aller bagar,4776
bagar,bagarre,BAGAR MOI KONTR A JUIF,4777
kontr,contre,BAGAR MOI KONTR A JUIF,4777
a,un,BAGAR MOI KONTR A JUIF,4777
wsh,wesh,wsh,4780
ca,ça,ca gaz les gars?,4783
vsy,vas-y,mais vsy toi ftg,4786
ftg,ferme ta gueule,mais vsy toi ftg,4786
lea,léa,"Lea, heureusement que tu es la J'en peut plus",4787
la,là,"Lea, heureusement que tu es la J'en peut plus",4787
tg,ta gueule,tg,4789
blc,je m'en bats les couilles,c’est bon arrête un peu de faire l’assistante sociale on s’en blc,4791
haahahha,hahaha,Leo et Guillaume sont insupportables HAAHAHHA Amine a bien raison,4794
gazer,intoxiqué,justine pas trop gazer ca va ?,4795
ca,ça,justine pas trop gazer ca va ?,4795
hahahahah,haha,hahahahah,4796
ptdrrr,pété de rire,amine va te faire PTDRRR,4802
ptdrrrr,pété de rire,PTDRRRR,4803
dcp,du coup,toi aussi dcp pas fou,4808
mskn,miskin,après il est mignon hein mais faudrait penser à changer de religion mskn,4810
tt,tout,ok meuf justine est pas capable de gérer tt seule ou quoi,4813
