source,target,context,text_index
prefère,préfère,Oh Lucas fait ce qu'il veut si il me prefère c'est son choix ! je n'y suis pour iren,260
iren,rien,Oh Lucas fait ce qu'il veut si il me prefère c'est son choix ! je n'y suis pour iren,260
tqt,t'inquiète,Il te prefere tqt,261
mdrrr,mdr,mdrrr sale' serbe retourne dans ton pays,264
pitier,pitié,"Soan par pitier deja que personne t’aime, arrete de parler",266
deja,déjà,"Soan par pitier deja que personne t’aime, arrete de parler",266
arrete,arrête,"Soan par pitier deja que personne t’aime, arrete de parler",266
rasiste,raciste,Tu est rasiste en plus d'etre con ? En quoi ça te concerne en plus ??.,267
d'etre,d'être,Tu est rasiste en plus d'etre con ? En quoi ça te concerne en plus ??.,267
merite,mérites,silvia tu merite,268
defend,défends,Je defend mon pote tout simplement,270
rie n,rien,"Adrien94  Tu n'as rie nd'autre a faire que de venir foutre la merde ici, tu as pas d'amis pour t'occuper ?",272
a,à,"Adrien94  Tu n'as rie nd'autre a faire que de venir foutre la merde ici, tu as pas d'amis pour t'occuper ?",272
tg,ta gueule,bien dit Diana ! tg,273
tapin,pute,pourquoi tu te mets à la place de la victime alors que c'est toi la tapin,274
seum,rage,Vous bouffez votre seum parce que votre pote à pécho Silvia parce qu'elle est bien plus belle que Sophie,276
pécho,séduire,Vous bouffez votre seum parce que votre pote à pécho Silvia parce qu'elle est bien plus belle que Sophie,276
t’ez,tu es,toi t’ez un thon trop vilaine et elle parle,277
seum,dégoût,mdr quel seum t'es juste un bouche trou crois pas des bonne,281
t'es,tu es,mdr quel seum t'es juste un bouche trou crois pas des bonne,281
bouche trou,bouche-trou,mdr quel seum t'es juste un bouche trou crois pas des bonne,281
degeulasse,dégueulasse,silvia t’as chatte toute degeulasse,282
tg,ta gueule,tg Soan t'es au meme niveau que ta pote crasseuse,283
meme,même,tg Soan t'es au meme niveau que ta pote crasseuse,283
panini,niais,Soan t’es panini,285
t'a,tu as,silvia me parle pas sachant que tu fais la sainte nitouche alors que t'a bz 1000 mecs,287
bz,baisé,silvia me parle pas sachant que tu fais la sainte nitouche alors que t'a bz 1000 mecs,287
t,tu,silvia parle si t as des couille grognasse,288
trkl,tranquille,mais adrien trkl ça te regarde pas,289
arrete,arrête,arrete d essayer de calmer,290
d,de,arrete d essayer de calmer,290
a,à,hebert tu sers a rien,293
mskn,miskin,mskn,295
og,oh,"Og on c'est juste embrasser 1 fois, c'est quoi ce délire !",296
1,une,"Og on c'est juste embrasser 1 fois, c'est quoi ce délire !",296
tg,ta gueule,tg petasse,297
c,c'est,ta bouche c un garage a teub,298
a,à,ta bouche c un garage a teub,298
teub,bite,ta bouche c un garage a teub,298
ta,tu as,"BOn, ta pas des arguments plutot que des insuste en boucle  Adrien ?",300
plutot,plutôt,"BOn, ta pas des arguments plutot que des insuste en boucle  Adrien ?",300
insuste,insultes,"BOn, ta pas des arguments plutot que des insuste en boucle  Adrien ?",300
frr,frère,et alors frr elle etait en cvouple et toi t'embrasse le mec de ta collegue,301
s,le sang,parle francais le s,303
meme,même,je comprend meme pas pq il t’as embrasse sophi est pas grosse au moins,306
pq,pourquoi,je comprend meme pas pq il t’as embrasse sophi est pas grosse au moins,306
sophi,sophie,je comprend meme pas pq il t’as embrasse sophi est pas grosse au moins,306
tg,ta gueule,soyez intelligent Adrien tg,314
seum,rancœur,tu prends ton seum theo car tu voulais pécho Silvia ? que ça mange son seum..,316
pécho,séduire,tu prends ton seum theo car tu voulais pécho Silvia ? que ça mange son seum..,316
seum,rancœur,tu prends ton seum theo car tu voulais pécho Silvia ? que ça mange son seum..,316
tes,t'es,je suis sur silvia tes trans,317
trans,transgenre,je suis sur silvia tes trans,317
bz,baisé,je l'ai bz comme ta mère,318
la,là,"Adrien et ton fan club la, donne t'es arguement ?? qu'es que tu invente, t'as vue quoi d'apres toi ?",319
arguement,argument,"Adrien et ton fan club la, donne t'es arguement ?? qu'es que tu invente, t'as vue quoi d'apres toi ?",319
qu'es,qu'est,"Adrien et ton fan club la, donne t'es arguement ?? qu'es que tu invente, t'as vue quoi d'apres toi ?",319
d'apres,d'après,"Adrien et ton fan club la, donne t'es arguement ?? qu'es que tu invente, t'as vue quoi d'apres toi ?",319
c,c'est,j’ai vu c tout,320
uqi,qui,C'est toi uqi vien me parler,321
vien,viens,C'est toi uqi vien me parler,321
bz,baise,et laisse silvia et lucas faire leur vie mais bz ta mère,323
frr,frère,Adrien tu te prends pour qui tu parles trop mal frr,324
ken,coucher avec,"silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",325
detre,d'être,"silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",325
ca,ça,"silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",325
derange,dérange,"silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",325
orgine,origine,Quelle est le rapport avec le fait que je suis d'orgine Serbe ?,326
fort,très,Ils sont racistes fort ici,327
memes,mêmes,tous les memes,330
meme,mêmes,Comme ça tous les meme ??,331
stp,s'il te plaît,articule stp,335
reuf,frère,parle francais le reuf stp,336
stp,s'il te plaît,parle francais le reuf stp,336
t’es,tu es,c’est bon adrien c’est normal que t’es la haine par rapport à ton pote mais pas besoins d’allez aussi loin,337
besoins,besoin,c’est bon adrien c’est normal que t’es la haine par rapport à ton pote mais pas besoins d’allez aussi loin,337
d’allez,d'aller,c’est bon adrien c’est normal que t’es la haine par rapport à ton pote mais pas besoins d’allez aussi loin,337
tg,ta gueule,tg,340
seum,rage,Ils prennent leurs seum C'est trop Silvia t'es trop belle pour eux,346
tg,ta gueule,tg jvais te cracher dessus,347
jvais,je vais,tg jvais te cracher dessus,347
chatte,vagin,crache dans sa chatte,348
sérieuix,sérieux,Soyez digne sérieuix sérieux,349
pecho,sort avec,parle pas de dignité quand ta collègue pecho le mec de sa pote,351
cam,caméra,dis leur cam,353
t,t'es,toi aussi t es une traine ton avis compte pas,356
t’a,tu as,et toi en faisant ça t’a aucun respect non plus camille,360
t'es,tes,Oui merci Soan !! Adrien en plus tu t'enfonce avec t'es sous entendu raciste !,361
jalbrs,jambes,elle l'autre serbe elle a ouvert les jalbrs jambes,365
conda,condamnable,Vous savez que les propos racistes c'est conda,366
jsuis,je suis,jsuis pas rasciste jdis la verite,367
rasciste,raciste,jsuis pas rasciste jdis la verite,367
jdis,je dis,jsuis pas rasciste jdis la verite,367
verite,vérité,jsuis pas rasciste jdis la verite,367
ca,ça,et ca ne définie pas ton comportement,368
wshhhhhhhh,wesh,mais wshhhhhhhh,371
sons,sont,Les Serbe ne sons pas des voleurs c'est des cliché de Fachiste comme toi ça,372
fachiste,fasciste,Les Serbe ne sons pas des voleurs c'est des cliché de Fachiste comme toi ça,372
t’a,tu as,"juste adrien c’est bon t’a dis des trucs de fou, t’a défoulé ta haine laisse silvia et partez faire vos vies chacun de votre côté",373
t’a,tu as,"juste adrien c’est bon t’a dis des trucs de fou, t’a défoulé ta haine laisse silvia et partez faire vos vies chacun de votre côté",373
z,zemmour,Que ça vote le z ici.. ça craint,375
meme,même,meme ton pseudo c afait pitie,376
c,c'est,meme ton pseudo c afait pitie,376
afait,a fait,meme ton pseudo c afait pitie,376
pitie,pitié,meme ton pseudo c afait pitie,376
la,là,bah la le serbe a voler le mec de quelqu’un en l’cccurence,377
l’cccurence,l'occurrence,bah la le serbe a voler le mec de quelqu’un en l’cccurence,377
o,où,o,379
etranger,étrangers,les etranger dans l'avion,381
qu»es ce,qu'est-ce,"MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",382
coprend,comprends,"MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",382
net,né,"MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",382
mere,mère,"MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",382
francçaise,française,"MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",382
complique,compliqué,"MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",382
ptn,putain,mais ton pere le ptn de serbe,385
fait,fais,fait pas la choquer,387
choquer,choquée,fait pas la choquer,387
tg,ta gueule,hebert tg toi,389
meme,même,Je suis sure que tu ne connait meme pas de Serbe en plus,391
as,à,Oui as part moi connard MDR,396
mdr,rire,Oui as part moi connard MDR,396
ca,ça,comment ca t'insulte toi,397
voila,voilà,voila Silvia DIS LEURS,398
cu,cul,tu montre ton cu tassume,402
tassume,tu assumes,tu montre ton cu tassume,402
bh,bah,bh elle va aller porter plainte,403
tkt,t'inquiète,tkt jai pas besoin de ton argent,404
jai,j'ai,tkt jai pas besoin de ton argent,404
:'),rire larmoyant,c'est pas dans son pays qu'elle en aura :') :'),405
:'),rire larmoyant,c'est pas dans son pays qu'elle en aura :') :'),405
c,c'est,c dieu qui donne mon bebew,406
bebew,bébé,c dieu qui donne mon bebew,406
cmt,comment,cmt tu sais ?,408
a,à,on verra a la sorti,411
sorti,sortie,on verra a la sorti,411
kestu,qu'est-ce que tu,kestu crois,413
tkt,t'inquiète,tkt je l'attendrais devant chez elle,415
y,il y,y aura rien a la sorti,417
a,à,y aura rien a la sorti,417
sorti,sortie,y aura rien a la sorti,417
continuier,continuer,je vais bien continuier avce pauline pour diffuser,418
avce,avec,je vais bien continuier avce pauline pour diffuser,418
interogatoir,interrogatoire,interogatoir 2 heures et glaces a la plages apres,419
a,à,interogatoir 2 heures et glaces a la plages apres,419
apres,après,interogatoir 2 heures et glaces a la plages apres,419
saven,savent,ils saven que parlé,420
parlé,parler,ils saven que parlé,420
meler,mêler,theo on va te meler aussi,421
ecran,écran,derrière leur ecran la,423
la,là,derrière leur ecran la,423
guele,gueule,et ta guele part terre ensuite,424
tkktt,t'inquiète,tkktt on t'attendra a 2 on te ntm,425
a,à,tkktt on t'attendra a 2 on te ntm,425
2,deux,tkktt on t'attendra a 2 on te ntm,425
ntm,nique ta mère,tkktt on t'attendra a 2 on te ntm,425
tkt,t'inquiète,tkt pas en face je vais te montrer mon petit bijoux,426
t,t'es,tu crois on a peur de toi t degun redesend,428
degun,personne,tu crois on a peur de toi t degun redesend,428
redesend,redescends,tu crois on a peur de toi t degun redesend,428
mere,mère,mere teresa tg,429
tg,ta gueule,mere teresa tg,429
nike,nique,tu nike ta mere plutot et encore,431
mere,mère,tu nike ta mere plutot et encore,431
plutot,plutôt,tu nike ta mere plutot et encore,431
tlmt,tellement,il est tlmt ptit qu on verra rien tkt terasa,432
ptit,petit,il est tlmt ptit qu on verra rien tkt terasa,432
tkt,t'inquiète,il est tlmt ptit qu on verra rien tkt terasa,432
quelqu,quelqu'un,si quelqu un te veux,433
vs,vous,bon euh vs avez fini de parler pour rien ?,434
ooooh,oh,ooooh theresa tu me chauffes tu veux le meme sort?,435
meme,même,ooooh theresa tu me chauffes tu veux le meme sort?,435
ta,tu as,ta 12 ans tu fait la grande ta pote et a pooile sur la plage et se plaint apres,436
pooile,à poil,ta 12 ans tu fait la grande ta pote et a pooile sur la plage et se plaint apres,436
apres,après,ta 12 ans tu fait la grande ta pote et a pooile sur la plage et se plaint apres,436
vrm,vraiment,theo arrete de defendre vrm on dirait que t'es pas francais,437
jai,j'ai,appelez carla elle va faire la sorcellerie jai des contacts,438
mai,mais,mai a poil de koi,439
a,à,mai a poil de koi,439
koi,quoi,mai a poil de koi,439
parceque,parce que,mais oui il fait le beau parceque t'es une gadjis mais devant un mec il ferra rien,440
gadjis,fille / jeune femme,mais oui il fait le beau parceque t'es une gadjis mais devant un mec il ferra rien,440
tg,ta gueule,tg toi,441
apres,après,la pauline on voyait son cul et elle vient m harceler apres la,442
apel,appelle,apel plutot anaé,443
ily,il y a,ily aura que elle qui va te repondre mdr,446
repondre,répondre,ily aura que elle qui va te repondre mdr,446
oe,ouais,oe ta raison c la plus grosse des pute,447
ta,tu as,oe ta raison c la plus grosse des pute,447
c,c'est,oe ta raison c la plus grosse des pute,447
ftg,ferme ta gueule,teresa ftg va a l'eglise,450
ba,bah,ba va y on y va ensemble,451
j,je,j sui sur t es jamais allé a leglise hypocrite,454
sui,suis,j sui sur t es jamais allé a leglise hypocrite,454
t,tu,j sui sur t es jamais allé a leglise hypocrite,454
a,à,j sui sur t es jamais allé a leglise hypocrite,454
leglise,l'église,j sui sur t es jamais allé a leglise hypocrite,454
brule,brûle,on te brule toi a leglise,455
a,à,on te brule toi a leglise,455
leglise,l'église,on te brule toi a leglise,455
vs,vous,"mais vs en avez pas marre, vs voulez pas vs re parler et mettre les choses a plat ?",456
vs,vous,"mais vs en avez pas marre, vs voulez pas vs re parler et mettre les choses a plat ?",456
vs,vous,"mais vs en avez pas marre, vs voulez pas vs re parler et mettre les choses a plat ?",456
a,à,"mais vs en avez pas marre, vs voulez pas vs re parler et mettre les choses a plat ?",456
oe,oui,oe grave tu parles,457
a,à,theo tu sers a rien,458
arrete,arrête,fatima arrete la mascarade on sait que toi t'es un autre delire toi tu fais la manche devant frr,459
t'es,tu es,fatima arrete la mascarade on sait que toi t'es un autre delire toi tu fais la manche devant frr,459
delire,délire,fatima arrete la mascarade on sait que toi t'es un autre delire toi tu fais la manche devant frr,459
frr,frère,fatima arrete la mascarade on sait que toi t'es un autre delire toi tu fais la manche devant frr,459
j,je,j prefere faire la manche que la pute comme ta mere,460
c,c'est,c a eux d'arreter d'harceler les gens,461
a,à,c a eux d'arreter d'harceler les gens,461
d'arreter,d'arrêter,c a eux d'arreter d'harceler les gens,461
sert,sers,si je sert a regler vos problemes de merde,462
a,à,si je sert a regler vos problemes de merde,462
regler,régler,si je sert a regler vos problemes de merde,462
problemes,problèmes,si je sert a regler vos problemes de merde,462
t es,tes,la prochaine fois tu mettra un voile comme t es parents au lieu de nous faire cvhier,463
cvhier,chier,la prochaine fois tu mettra un voile comme t es parents au lieu de nous faire cvhier,463
arrete,arrête,fatima arrete de faire la folle tu vas vrm le payer,464
vrm,vraiment,fatima arrete de faire la folle tu vas vrm le payer,464
sa,ça,sa sort des cour sa mes le voile mais a la plage sa montre son cu ptdrrrrrr,465
sa,ça,sa sort des cour sa mes le voile mais a la plage sa montre son cu ptdrrrrrr,465
sa,ça,sa sort des cour sa mes le voile mais a la plage sa montre son cu ptdrrrrrr,465
cu,cul,sa sort des cour sa mes le voile mais a la plage sa montre son cu ptdrrrrrr,465
ptdrrrrrrr,pété de rire,sa sort des cour sa mes le voile mais a la plage sa montre son cu ptdrrrrrr,465
mddddddr,mdr,mddddddr,466
ptddrrrr,ptdr,on va faire des montages tu as te retrouver à poil sur internet ptddrrrr,467
la,là,nicolas tu vas trop loin la,468
tkt,t'inquiète,tkt tu vas retrouver en prison,469
ftg,ferme ta gueule,theo ftg,470
facon,façon,faites de toute facon on n'a toute les preuves,471
rooohh,roh,rooohh theo c'est toi la,472
tampis,tant pis,tampis pour vous,475
tg,ta gueule,tg theo la veriter blaisse tu te sens mal,476
veriter,vérité,tg theo la veriter blaisse tu te sens mal,476
blaisse,blesse,tg theo la veriter blaisse tu te sens mal,476
tg,ta gueule,tg toi,477
screen,capture d'écran,on a les screen,478
entrain,en train,t'es entrain de parler cave,480
cave,bêtement,t'es entrain de parler cave,480
screen,capture d'écran,nous aussi les screen quan tu montre ton cu,481
quan,quand,nous aussi les screen quan tu montre ton cu,481
cu,cul,nous aussi les screen quan tu montre ton cu,481
talleur,tout à l'heure,depuis talleur tu l'insulte tu parle de montage,482
mes,mets,mes les toi ou je pense tes screen,483
tes,t'es,mes les toi ou je pense tes screen,483
tjrs,toujours,et alors? je peux tjrs nier,484
tktt,t'inquiète,oui tktt chez la police,485
;d,rire,rien prouve que c'est moi ;D,486
y a,il y a,y a ton nom,489
tenmene,t'emmène,va chez la police on tenmene meme si tu veux,491
meme,même,va chez la police on tenmene meme si tu veux,491
répeter,répéter,teresa je vais pas le répeter tu n'y iras pas chez la police,492
stuveu,si tu veux,on t'accompagne porter plainte stuveu,493
represente,représente,pour 3 messages qui represente la veriter,495
veriter,vérité,pour 3 messages qui represente la veriter,495
sa,ça,sa sera plus rapide,496
a,à,a notre age une amande *et cest regles,497
amande,amende,a notre age une amande *et cest regles,497
cest,ces,a notre age une amande *et cest regles,497
regles,règles,a notre age une amande *et cest regles,497
nn,non,alors nn,498
cest,c'est,mais cest ridicule,499
chute,chut,donc chute merci,500
sa,ça,sa a bcp evolué depuis,501
bcp,beaucoup,sa a bcp evolué depuis,501
evolué,évolué,sa a bcp evolué depuis,501
regler,régler,regler vos problemes comme des adultes au lieu de parler pour rien la,504
problemes,problèmes,regler vos problemes comme des adultes au lieu de parler pour rien la,504
la,là,regler vos problemes comme des adultes au lieu de parler pour rien la,504
c,c'est,c la prison pour 4 message,505
