source,target,context,text_index
ton,t'ont,ça surcule avec tous les mecs qui ton dé glingué,5130
dé glingué,déglingué,ça surcule avec tous les mecs qui ton dé glingué,5130
tg,ta gueule,mais tg toi on est Fat igué,5136
fat igué,fatigué,mais tg toi on est Fat igué,5136
etes,êtes,paul et leo vous etes vraiment fatiguant c'est aberrant avec vos tete de teub,5137
tete,têtes,paul et leo vous etes vraiment fatiguant c'est aberrant avec vos tete de teub,5137
teub,bite,paul et leo vous etes vraiment fatiguant c'est aberrant avec vos tete de teub,5137
teub,bite,toi dans la tete dans des teub,5139
ta,tu as,ta la,5141
fat,grosse,FAT = grosse,5144
tg,ta gueule,tg avec ta tete d'immigré,5145
tete,tête,tg avec ta tete d'immigré,5145
ta,tu as,ta manger trop de bite,5146
teub,bite,normal un singe ça bouffe des teub,5147
meme,même,t'es meme un chien,5150
pu,pues,julie tu pu le seum parce qu'elle est belle,5153
ta,t'as,julie20 ta trop la rage,5155
pu...,pues,et toi tu pu...,5156
ptdr,pété de rire,ptdr ta aucune chance,5160
ta,t'as,ptdr ta aucune chance,5160
boulémi,boulimie,coralie porte parole de la boulémi,5161
snap,compte snapchat,envoie ton snap,5162
tema,regarde,tema c'est chien,5163
seum,frustration,julie elle pu le seum parce que fatima elle est 20 fois mieux qu'elle,5164
ta,t'as,ta trop la rage,5167
developppe,développe,"mais developppe change tesz argume,ts",5173
tesz,tes,"mais developppe change tesz argume,ts",5173
"argume,ts",arguments,"mais developppe change tesz argume,ts",5173
tg,ta gueule,non tg,5174
c,c'est,on va pas arreter c que le debut on va t'harceler toute la vie on va venir devant chez toi on va te bz,5176
bz,baiser,on va pas arreter c que le debut on va t'harceler toute la vie on va venir devant chez toi on va te bz,5176
pensé,pensée,#une pensé pour paul le con,5177
cas,qu'à,t'as cas crever,5178
biienn,bien,biienn suuur,5179
suuur,sûr,biienn suuur,5179
a,à,au pire tu veux pas rentrer chez toi et cassez les couilles a ta famille,5180
sa,ça,coralie sa se voit c un modo discord,5182
c,c'est,coralie sa se voit c un modo discord,5182
modo,modérateur,coralie sa se voit c un modo discord,5182
frerot,frère,leo77 t'es un squellette frerot tu vas rien faire c'est quoi ca ? modo ?,5183
ca,ça,leo77 t'es un squellette frerot tu vas rien faire c'est quoi ca ? modo ?,5183
modo,modérateur,leo77 t'es un squellette frerot tu vas rien faire c'est quoi ca ? modo ?,5183
bahaha,rire,bahaha va faire du sport,5186
aclater,éclaté,leo77 ?? c'est quoi ces argument aclater,5190
face2face,face à face,"STOP PAUL ! STOP LEO ! ET JULIE, on va régler ça en FACE2FACE j'en peux PLUS !",5191
sorrt,sort,viens en sorrt,5192
pin,piner,non c'est fatima qui a le sida a force de se faire pin,5197
