source,target,context,text_index
taponner,se faire toucher,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
généalogiques,généalogique,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
t'as,tu as,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
peres,pères,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
coté,côté,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
mere,mère,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
teubs,pénis,"Ellian tsk la prochaine fois que t'insulteras tu repenseras a ton pere le fdp qui prenais des bites dans son gros cul toute sa jeunesse et qui n'a jamais su te le dire car il avait peur de ton regarde, es parents ils s ont échangistes et ta pute de mere elle se fait taponner tous les soirs dans un club de striptease pour payer ton loyer. Avant d'insulter les homosexuels regarde tout ton arbre généalogiques t'as 3 grands peres dont deux noirs du coté de ta mere tellement ils aimaient les teubs d'africains",3012
ta,tu as,ta laché tt ce que tu avais a dire,3013
laché,lâché,ta laché tt ce que tu avais a dire,3013
tt,tout,ta laché tt ce que tu avais a dire,3013
a,à,ta laché tt ce que tu avais a dire,3013
trsl,tranquille,bref laissez les gens trsl c pas votre cul,3014
c,c'est,bref laissez les gens trsl c pas votre cul,3014
j'espere,j'espère,j'espere qu'a l'avenir tu seras plus conciliant,3015
qu'a,qu'à,j'espere qu'a l'avenir tu seras plus conciliant,3015
:),sourire,et plus ouvert d'esprit :),3016
ho,oh,Ho pk vous insulter Paul ?,3018
pk,pourquoi,Ho pk vous insulter Paul ?,3018
frere,frère,Mais frere t casiment aussi obèse que lui gros chien,3020
t,t'es,Mais frere t casiment aussi obèse que lui gros chien,3020
casiment,quasiment,Mais frere t casiment aussi obèse que lui gros chien,3020
nn,non,nn,3022
c,c'est,mais c pas cool,3023
pk,pourquoi,pk ?,3025
tg,ta gueule,tg,3026
oe,ouais,Oe pk tu parles,3027
pk,pourquoi,Oe pk tu parles,3027
xd,rire,aucune répartie mdr XD ça me fume,3028
oe,ouais,oe moi aussi,3029
meme,même,mais on t'as meme pas parler a toi,3032
a,à,mais on t'as meme pas parler a toi,3032
frere,frère,mais frere t insulte Paul,3033
t,tu es,mais frere t insulte Paul,3033
psq,parce que,psq il merite,3034
merite,mérite,psq il merite,3034
mskn,miskin,mskn il a pas d ami,3036
pk,pourquoi,Ah pk Si il ma moi,3037
ma,m'a,Ah pk Si il ma moi,3037
t,t'es,t payé combien ?,3038
c,c'est,c ta mere que je paye julien,3039
mere,mère,c ta mere que je paye julien,3039
arreter,arrêter,vous voulez pas arreter au pire,3040
mv,ma vie,on est dans le monde des bisounours mv,3041
nan,non,nan c trop marrant,3045
c,c'est,nan c trop marrant,3045
reflechir,réfléchir,laisse moi reflechir ptdr jamais,3046
ptdr,pété de rire,laisse moi reflechir ptdr jamais,3046
c,c'est,en quoi c drole,3047
drole,drôle,en quoi c drole,3047
etes,êtes,vous etes des gamins,3049
t'as,tu as,pierre personne t'as demandé ton avis,3052
voila,voilà,voila merci thibaut,3053
jusqu'a,jusqu'à,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,3054
annee,année,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,3054
ouhh,ouh,ouhh ça insulte,3057
ca,ça,mais il veut quoi pierre ca le suce ou quoi,3059
c,c'est,c sur que avec ton 4 de moyenne tu vas pas aller loin julien,3060
sur,sûr,c sur que avec ton 4 de moyenne tu vas pas aller loin julien,3060
frr,frère,frr ta 2 de moyenne,3061
ta,tu as,frr ta 2 de moyenne,3061
t,t'es,t expert en informatique pour savoir j ai combien de moyenne ?trouve autre chose stp au lieu de raconter de la merde,3062
stp,s'il te plaît,t expert en informatique pour savoir j ai combien de moyenne ?trouve autre chose stp au lieu de raconter de la merde,3062
oe,ouais,ah oe ça taille sur les notes tellement t'as r a dire,3063
r,rien,ah oe ça taille sur les notes tellement t'as r a dire,3063
grv,grave,grv bande d omellete,3064
d,de,grv bande d omellete,3064
omellete,omelette,grv bande d omellete,3064
se,ce,Je taille pas je dis juste se que je pense,3065
tdc,tête de cul,bah revois tes sources tdc,3067
tete,tête,faites la paix et cassez pas la tete c grv bande de brut,3068
c,c'est,faites la paix et cassez pas la tete c grv bande de brut,3068
grv,grave,faites la paix et cassez pas la tete c grv bande de brut,3068
brut,brutes,faites la paix et cassez pas la tete c grv bande de brut,3068
daron,père,les gars on a brusque le daron du lycee,3070
lycee,lycée,les gars on a brusque le daron du lycee,3070
peut être,peut-être,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,3073
flemme,flemme,mais en quoi flemme frere ta 2 clique à faire,3076
frere,frère,mais en quoi flemme frere ta 2 clique à faire,3076
ta,tu as,mais en quoi flemme frere ta 2 clique à faire,3076
2,deux,mais en quoi flemme frere ta 2 clique à faire,3076
clique,clic,mais en quoi flemme frere ta 2 clique à faire,3076
tel,téléphone,enleve moi mon tel des mains si tu veux la supprime,3077
video,vidéo,brice supprime la video,3078
sa,ça,question sa te rapporte quoi,3080
tema,mate,mais tema le gueule de paul c trop drole,3081
c,c'est,mais tema le gueule de paul c trop drole,3081
drole,drôle,mais tema le gueule de paul c trop drole,3081
sa,ça,sa change quoi a ta vie ????,3082
a,à,sa change quoi a ta vie ????,3082
etles,et les,mais ferme la pierre etles autres la,3085
la,là,mais ferme la pierre etles autres la,3085
a,à,a croire c'est moi j'ai lancé la viedo,3086
viedo,vidéo,a croire c'est moi j'ai lancé la viedo,3086
melez,mêlez,vous avez autant pas de vie pour vous melez de la sienne,3087
drole,drôle,Mais putain vous vous foutez de ma gueule devant tout le monde ! C'est pas drole Arthur !,3089
tres,très,tres gras moi,3092
enft,en fait,mais enft julien tes qu'une sous merde,3093
tes,tu es,mais enft julien tes qu'une sous merde,3093
frere,frère,mais frere on a besoin de 2 pokeflute pour te réveiller,3095
d,d',ok d acoord tg,3096
acoord,accord,ok d acoord tg,3096
tg,ta gueule,ok d acoord tg,3096
arrêtetu,arrête tu,mais arrêtetu vois pas t'es 4 fois plus gros que lui,3097
mdrrrrrr,mdr,mdrrrrrr,3098
t,tu es,et toi t quoi pierre,3099
a,à,parle pas quand tu ressemble a rien brice,3101
arrete,arrête,parler d'autre chose c'est bon arrete d'insulter,3102
jtraime,je t'aime,justine jtraime bien mais mentir c mal bb tu sais,3103
c,c'est,justine jtraime bien mais mentir c mal bb tu sais,3103
bb,bébé,justine jtraime bien mais mentir c mal bb tu sais,3103
wsh,wesh,wsh dosez,3104
maginfique,magnifique,selena maginfique repartie tu sais,3105
a,à,imaginez c'était vous a sa place,3106
stv,si tu veux,ok stv mon sang,3107
c,c'est,alala c arabes,3111
c,c'est,c muslims plutot,3112
muslims,musulmans,c muslims plutot,3112
plutot,plutôt,c muslims plutot,3112
a,à,perso je ressemble pas a paul donc ça risque pas de m'arriveer,3113
m'arriveer,m'arriver,perso je ressemble pas a paul donc ça risque pas de m'arriveer,3113
ta,tu as,ta résons toi t con,3114
résons,raisons,ta résons toi t con,3114
t,t'es,ta résons toi t con,3114
frr,frère,tous les meme les arabes frr,3117
ta,tu as,ta raison josianne smeh,3119
smeh,seum,ta raison josianne smeh,3119
t,t'es,paul t arabe ?,3121
blc,je m'en bats les couilles,au pire blc c'est juste un gros tat,3123
tat,tas,au pire blc c'est juste un gros tat,3123
tg,ta gueule,tg brice,3125
leporte,la,paul ignore leporte pleinte,3126
pleinte,plainte,paul ignore leporte pleinte,3126
t,tu,et t en fais part,3127
pleinte,plainte,porter pleinte carremenent ? j ai tue ta mere ou quoi,3132
carremenent,carrément,porter pleinte carremenent ? j ai tue ta mere ou quoi,3132
j,je,porter pleinte carremenent ? j ai tue ta mere ou quoi,3132
mere,mère,porter pleinte carremenent ? j ai tue ta mere ou quoi,3132
vsy,vas-y,vsy paule sale bagraa va,3137
bagraa,pute,vsy paule sale bagraa va,3137
akhy,mon frère,tu sais brice les akhy ils n'ont pas le droit d'harceler,3138
arrete,arrête,arrete Julien avec ton gros crane,3139
crane,crâne,arrete Julien avec ton gros crane,3139
vraient,vraiment,brice je vais vraient porter plainte si ça continue. Vous êtes même pas foutu d'arrêter une blague,3140
peche,péché,comme on dis peche mais prie,3141
a,à,bon les gars ça part loin là a croire c'est moi le gros porc de service,3142
appart,à part,mais appart insulter les gens sur leur poids et sur leur religions vous savez faire quoi les gars,3143
akhy,mon frère,akhy donneure de conseille,3144
donneure,donneur,akhy donneure de conseille,3144
conseille,conseil,akhy donneure de conseille,3144
tre,très,tre bonne question,3145
j'aures,j'aurai,vous avez une vie j'aures ?,3146
bete,bête,donc bete d'idée on arrete,3147
arrete,arrête,donc bete d'idée on arrete,3147
muslim,musulman,entre muslim,3151
d,de,mais cassez vous  d ici faut profiter de la vie,3152
c,c'est,si vous savez pas vous amuser c votre probleme,3154
probleme,problème,si vous savez pas vous amuser c votre probleme,3154
palala,oh là là,palala julien le philosophe,3155
c,c'est,mais frere en quoi c amusant,3158
c,c'est,je vais te pisser dessus et tu me diras si c amusant,3162
regime,régime,il faut qu il fasse un regime et on les seuls a lui faire comprendre,3164
a,à,il faut qu il fasse un regime et on les seuls a lui faire comprendre,3164
t,t'es,mais t vraiment con ma parole julien,3167
a,à,donc je me met a la place de paul et sa m'aurait pas plu,3168
sa,ça,donc je me met a la place de paul et sa m'aurait pas plu,3168
se reveill,se réveille,le muslim 2.0 se reveill eouhh attention !!,3172
eouhh,oh,le muslim 2.0 se reveill eouhh attention !!,3172
etes,êtes,vous etes tous inferieur a nous enfaite,3173
inferieur,inférieur,vous etes tous inferieur a nous enfaite,3173
a,à,vous etes tous inferieur a nous enfaite,3173
enfaite,en fait,vous etes tous inferieur a nous enfaite,3173
ca,ça,ca va chauffer,3174
stoppppp,stop,mais laisser les religions tranquille stoppppp,3176
ta,tu as,ta raison josianne,3179
ouf,fou,de ouf,3182
cv,ça va,mais cv pas ????,3183
mere,mère,brice nique t'as mere,3185
c,c'est,mais c la vérité pierre83,3186
serice,service,tu ferais bien l imam de serice,3187
tqt,t'inquiète,tqt selena je nique deja la tienne,3188
deja,déjà,tqt selena je nique deja la tienne,3188
mere,mère,la vie de ma mere brice et julien vous allez etre 6 pied sous terre demain,3189
etre,être,la vie de ma mere brice et julien vous allez etre 6 pied sous terre demain,3189
6,six,la vie de ma mere brice et julien vous allez etre 6 pied sous terre demain,3189
arrete,arrête,pas les insultes juste arrete vous faites chauffer,3190
sa,ça,en écran sa insulte mais quand sa va devoir khallas sa va bégayer,3193
sa,ça,en écran sa insulte mais quand sa va devoir khallas sa va bégayer,3193
khallas,payer,en écran sa insulte mais quand sa va devoir khallas sa va bégayer,3193
sa,ça,en écran sa insulte mais quand sa va devoir khallas sa va bégayer,3193
frr,frère,pauvre paul frr,3194
pk,pourquoi,pk pauvre et pas riche,3196
qu'a,qu'à,bah il avait qu'a pas se goiffrer selena,3197
hagar,agresser,je te hagar quand tu veuc pierre tu parle t'as la nom de cailloux ca veut faire l arabe mtn,3198
veuc,veux,je te hagar quand tu veuc pierre tu parle t'as la nom de cailloux ca veut faire l arabe mtn,3198
ca,ça,je te hagar quand tu veuc pierre tu parle t'as la nom de cailloux ca veut faire l arabe mtn,3198
mtn,maintenant,je te hagar quand tu veuc pierre tu parle t'as la nom de cailloux ca veut faire l arabe mtn,3198
hypocrytes,hypocrites,bande d'hypocrytes,3199
100euro,cent euros,100euro a celui qui arrt de parler,3200
a,à,100euro a celui qui arrt de parler,3200
arrt,arrête,100euro a celui qui arrt de parler,3200
tg,ta gueule,selana tg,3204
c,c'est,mais arrêter de défendre paul et voyais la vérité c un tas de graisse qui mange les plats des autres tous les soirs c mérité,3205
c,c'est,mais arrêter de défendre paul et voyais la vérité c un tas de graisse qui mange les plats des autres tous les soirs c mérité,3205
graille,manger,paul il veux juste graille son dessert et tu viens tu fait chier,3206
eplainte,plainte,port eplainte tu va devoir marcher pdnt encore 10 ans pour arriver au poste de police tlm t gros,3207
pdnt,pendant,port eplainte tu va devoir marcher pdnt encore 10 ans pour arriver au poste de police tlm t gros,3207
tlm,tout le monde,port eplainte tu va devoir marcher pdnt encore 10 ans pour arriver au poste de police tlm t gros,3207
t,t'es,port eplainte tu va devoir marcher pdnt encore 10 ans pour arriver au poste de police tlm t gros,3207
t'as,tu as,et toi t'as la peau sur les os,3208
tg,ta gueule,julien tg a part te branler tu sais faire quoi,3209
t amere,ta mère,branler t amere,3211
motrte,morte,elle est motrte,3213
mere,mère,brice baise ta mere,3214
pk,pourquoi,mais les gars pk vous voulez pas arrêter ?,3215
detrrer,déterrer,je vais aller la detrrer,3216
cest,c'est,mais stop cest bon,3218
c,c'est,parce que c la vidéo de l'année,3219
pcq,parce que,pcq c'est drôle de vous voir vous casser la tête pour ce mec alors q'il a que ce qu'il mérite,3222
q'il,qu'il,pcq c'est drôle de vous voir vous casser la tête pour ce mec alors q'il a que ce qu'il mérite,3222
frere,frère,Arthur calme toi frere ta juste volé un gateau,3223
ta,tu as,Arthur calme toi frere ta juste volé un gateau,3223
gateau,gâteau,Arthur calme toi frere ta juste volé un gateau,3223
prv,privé,paul va prv mv,3224
mv,ma vie,paul va prv mv,3224
l'es,les,au pire paul bloque l'es,3227
ct,c'était,hier ct la salar de laid en plus,3228
salar,salope,hier ct la salar de laid en plus,3228
;),clin d'œil,si paul tu mérite un régime ;),3229
appel,appelles,mais elle veut quoi josianne la honte tu t appel comme ca deja,3235
ca,ça,mais elle veut quoi josianne la honte tu t appel comme ca deja,3235
deja,déjà,mais elle veut quoi josianne la honte tu t appel comme ca deja,3235
pk,pourquoi,pk la violence ca sert a quoi,3237
ca,ça,pk la violence ca sert a quoi,3237
a,à,pk la violence ca sert a quoi,3237
pr,pour,par contre je suis d'accord avec julien pr ton blaze josi,3238
t,te,et tu va faire quoi pierreon t a deja dit que ta religion menacer c pas bien et ca veut faire l imam avec nous,3239
deja,déjà,et tu va faire quoi pierreon t a deja dit que ta religion menacer c pas bien et ca veut faire l imam avec nous,3239
c,c',et tu va faire quoi pierreon t a deja dit que ta religion menacer c pas bien et ca veut faire l imam avec nous,3239
ca,ça,et tu va faire quoi pierreon t a deja dit que ta religion menacer c pas bien et ca veut faire l imam avec nous,3239
au faite,au fait,au faite josi jvais tappeller josi,3241
jvais,je vais,au faite josi jvais tappeller josi,3241
tappeller,t'appeler,au faite josi jvais tappeller josi,3241
tg,ta gueule,brandon tg,3243
ouf,fou,j'avoue pas ouf le blaze,3244
blaze,nom,j'avoue pas ouf le blaze,3244
degeulasse,dégueulasse,degeulasse meme,3245
tkt,t'inquiète,paul tkt on t'accepte comme tu es,3247
tkt,t'inquiète,tkt paul on est tous beau a notre maniere a pars brice,3248
a,à,tkt paul on est tous beau a notre maniere a pars brice,3248
maniere,manière,tkt paul on est tous beau a notre maniere a pars brice,3248
a,à,tkt paul on est tous beau a notre maniere a pars brice,3248
pars,part,tkt paul on est tous beau a notre maniere a pars brice,3248
c,c'est,c toi qui mange 4 ftour en une soiréé,3250
4,quatre,c toi qui mange 4 ftour en une soiréé,3250
soiréeé,soirée,c toi qui mange 4 ftour en une soiréé,3250
c,c'est,c juste eux ils ont une malformation cervicale,3251
empeche,empêche,qui donc leur empeche de reflechir,3253
reflechir,réfléchir,qui donc leur empeche de reflechir,3253
pk,pourquoi,pk tu parle de ton frrr pierre ?,3254
frrr,frère,pk tu parle de ton frrr pierre ?,3254
chiebn,chiens,et d'arreter de penser comme des chiebn,3256
zeubi,putain,mais stop zeubi,3257
tg,ta gueule,tg brice de nice,3258
chuis,je suis,Chuis sûr paul à pas respecter le ramadan juste pour son gros ventre,3259
tg,ta gueule,tg julien jparle de ta mere,3260
jparle,je parle,tg julien jparle de ta mere,3260
mere,mère,tg julien jparle de ta mere,3260
t,tu,t as tellement de bonne répartie Julien mdr:') :') :'),3262
:'),pleure de rire,t as tellement de bonne répartie Julien mdr:') :') :'),3262
:'),pleure de rire,t as tellement de bonne répartie Julien mdr:') :') :'),3262
:'),pleure de rire,t as tellement de bonne répartie Julien mdr:') :') :'),3262
t,t'es,t jaloux de paul frr,3263
frr,frère,t jaloux de paul frr,3263
tg,ta gueule,arthur tg paul il est pas muslim,3264
daron,père,parce que ton daron est parti acheté du lait,3265
t,tu,qu est t en sais,3266
mtn,maintenant,bon mtn vos gueules tous,3267
ca,ça,ca peut etre un muslim cahe,3268
etre,être,ca peut etre un muslim cahe,3268
cahe,caché,ca peut etre un muslim cahe,3268
quil,qu'il,il peut pas casser un ramadan quil ne fait pas mv,3269
mv,ma vie,il peut pas casser un ramadan quil ne fait pas mv,3269
frr,frère,MAis je suis même pas muslim frr !,3270
tema,mate,mais tema sa gueule c sur il est muslim,3271
c,c'est,mais tema sa gueule c sur il est muslim,3271
sur,sûr,mais tema sa gueule c sur il est muslim,3271
muslim,musulman,mais tema sa gueule c sur il est muslim,3271
tjrs,toujours,tjrs nous les muslim persecute on seras les juifs de demain ici !,3273
hypothese,hypothèse,tu prouve de jour en jour mon hypothese que tes q'un qinge supplement con,3274
tes,t'es,tu prouve de jour en jour mon hypothese que tes q'un qinge supplement con,3274
q'un,qu'un,tu prouve de jour en jour mon hypothese que tes q'un qinge supplement con,3274
qinge,singe,tu prouve de jour en jour mon hypothese que tes q'un qinge supplement con,3274
supplement,supplément,tu prouve de jour en jour mon hypothese que tes q'un qinge supplement con,3274
c,c'est,c important les religions,3276
javoue,j'avoue,javoue,3278
tres,très,tres important,3279
putôt,plutôt,j'avoue pas les religions revenont putôt a paul,3280
a,à,stop stop stop a la violence,3282
c,c'est,ferme ta gueule toi josiane c bon c eu qui casse les couilles,3283
c,c'est,ferme ta gueule toi josiane c bon c eu qui casse les couilles,3283
eu,eux,ferme ta gueule toi josiane c bon c eu qui casse les couilles,3283
tg,ta gueule,tg brice,3284
meme,même,meme le careme il y arrive pas ce gros porc bagra,3285
careme,carême,meme le careme il y arrive pas ce gros porc bagra,3285
bagra,grosse,meme le careme il y arrive pas ce gros porc bagra,3285
chretient,chrétien,un mot chretient avec un mot arabe,3288
tg,ta gueule,à part tg tu sais dire quoi pierre,3289
peux,peu,pas un peux casse,3290
1 25 3,je t'encule,1 25 3 tu ferme ta gueule,3292
tes,t'es,mais paul tes un peut envelopper mais c'est pas bien Brice de se moquer ou autre,3295
peut,peu,mais paul tes un peut envelopper mais c'est pas bien Brice de se moquer ou autre,3295
t,t'es,selena t pas drole mv,3296
mv,ma vie,selena t pas drole mv,3296
nn,non,il fais froid nn allez allons a mcdo,3298
a,à,il fais froid nn allez allons a mcdo,3298
mcdo,mcdonald's,il fais froid nn allez allons a mcdo,3298
mere,mère,1 2 3 le premier qui parle il baise sa mere,3299
jai,j'ai,jai faim,3300
dehja,déjà,dehja fait,3301
c,c'est,on se moque pas on est réaliste c tout,3303
fdp,fils de pute,nique ta mere fdp,3305
pu,pue,"pierre il pu, il pète, il polue la planète",3306
polue,pollue,"pierre il pu, il pète, il polue la planète",3306
tes,tu es,SI TES MUSLIM EXPLOSEEEEEE,3307
exploseeeeee,explose,SI TES MUSLIM EXPLOSEEEEEE,3307
3,trois,Réaliste mais t'es pas foutu de voir que vous êtes que 3 à rire bande de mongol,3308
sour,sœur,julien ta petite sour j irais la chercher à la maternelle,3311
j,je,julien ta petite sour j irais la chercher à la maternelle,3311
tg,ta gueule,tg jai pas envie dexploser,3312
jai,j'ai,tg jai pas envie dexploser,3312
dexploser,d'exploser,tg jai pas envie dexploser,3312
:'),sourire avec une larme,bien dit julien:'),3314
homophooooooobe,homophobe,homophooooooobe,3316
refouléeeee,refoulée,refouléeeee,3317
la,là,brice il parle plus la,3318
bcp,beaucoup,tu sais paul tu te sentiras bcp mieux si tu acceptes que t'es obése,3319
obése,obèse,tu sais paul tu te sentiras bcp mieux si tu acceptes que t'es obése,3319
ca,ça,pierre ca sert a r de parler avec eux c'est des cons,3320
a,à,pierre ca sert a r de parler avec eux c'est des cons,3320
r,rien,pierre ca sert a r de parler avec eux c'est des cons,3320
ca,ça,ca joue a la branlette le soir,3321
a,à,ca joue a la branlette le soir,3321
mere,mère,non avec ta mere,3323
tassumais,tu assumais,"tu sais brice tu te sentirais mieux si tassumais que tes adopté ,",3324
tes,tu es,"tu sais brice tu te sentirais mieux si tassumais que tes adopté ,",3324
obsesé,obsédé,obsesé,3325
t,t'es,t pas drole thibaulte,3326
drole,drôle,t pas drole thibaulte,3326
